bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20230338305,북부 자연재해위험개선지구 정비사업(총괄),27865967000,3,,,
20230402929,만경강 고산1지구 하천환경정비사업,17341729000,2,,,
20230403997,만경강 고산2지구 하천환경정비사업,18285871000,2,,,
20230406173,"구 백성초 내 국민체육센터 건립사업(건축,토목,기계)",11045527000,3,,,
20230407351,고양시장애인주간보호센터 장애인 승강기(엘리베이터) 설치 공사,63800000,3,,,
20230408114,고현동 도시재생 이음센터 및 평화의 광장 조성사업 건축공사,10891412000,3,,,
20230408238,여성비전센터 신축공사(건축),17872687000,3,,,
20230408254,서울남부구치소 대체복무 생활관 증축공사,5352369000,2,4873835455,0,4720046700
20230409104,화성오산교육지원청 청사 증축,5956621000,3,,,
20230410186,"수택2동 행정복지센터 및 공용주차장 건립 건설공사(건축,토목,기계,조경)",11103588000,3,,,
20230410527,전주 육상경기장 및 야구장 건립공사(건축),43257105000,3,,,
20230412574,"양식수산물 규격화 지원사업(활광어 가공시설) 증축공사(건축,토목,기계)",1851531000,2,1683210000,86.745,1620293600
20230412863,양식수산물 규격화 지원사업(활광어 가공시설) 증축공사(전기),259798000,2,236180000,87.745,229915120
20230412911,양식수산물 규격화 지원사업(활광어 가공시설) 증축공사(소방),54868000,2,49880000,87.745,48255300
20230413021,양식수산물 규격화 지원사업(활광어 가공시설) 증축공사(통신),56991000,2,51810000,87.745,50284240
20230413127,까치울정수장 고도정수처리시설 설치공사,34917035000,3,,,
20230415859,장비고 노면 콘크리트 포장 공사,56833000,3,51666364,87.745,50402000
20230417041,"POSTECH 캠퍼스 특수실험실 인프라 구축공사(건축, 설비)",870424000,2,,,
20230418281,계신 소규모 공공하수처리시설 설치공사,11543691000,3,,,
20230418299,(가칭)오송2초등학교 신축공사(계속비공사),20735944000,3,,,
20230419504,인천도시철도1호선 검단연장선 본선 정보통신공사,5491036000,3,,,
20230421143,제천지구 수리시설개보수사업 토목공사,3792715000,2,,,
20230422167,원주의과대학 앤더슨학사 외부 창호 교체공사,475000000,3,,,
20230422655,서울위례초 그린스마트미래학교 개축 및 리모델링 공사(장기계속),24396416000,3,,,
20230424174,거주자주차장 포장 및 도색 연간단가 도급공사견적제출 안내 공고,72781000,3,66164545,87.745,63900000
20230424223,서울여성플라자 GR형 복합식 화재수신기 및 부대설비 교체공사(2인 이상 견적 수의계약),62300000,3,56070000,87.745,53952958
20230424984,삼성양묘장 스마트양묘시스템 구축공사(건축),4888852000,2,,,
20230425248,홍원항 돌제물양장 내진성능 보강공사,2351678000,2,,,
20230425630,서산A2지구 국가관리방조제 개보수사업  토목기계건축 공사,8374112000,2,,,
20230426516,용화지구 수리시설개보수사업 토목공사,3892449000,2,,,
20230426666,2023년도 지진·화산 관측장비 설치환경 조성공사,969171000,2,,,
20230428168,남부권 복합문화 반다비 체육센터 건립공사(건축),16765298000,3,,,
