bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20210116586,영종~청라 연결도로(제3연륙교) 건설공사 제2공구,329166849000,3.0,,,
20210120337,영종~청라 연결도로(제3연륙교) 건설공사 제1공구,235092268000,3.0,,,
20210227981,경기신용보증재단 사옥 건립사업,89073140000,3.0,,,
20210239879,엄궁드림홀 수영장 기계실 기계설비 공사 소액수의견적 제출 공고,127347000,3.0,115770000,87.745,112624290
20210239941,엄궁드림홀 수영장 기계실 전기 공사 소액수의견적 제출 공고,49016000,3.0,44560000,87.745,42804660
20210333220,온산항 북방파제 내진보강공사,8638598000,2.0,,,
20210336028,해상풍력터빈 실증단지 조성사업 지지구조물 설치 및 기타 부대공사,4759131000,2.0,,,
20210350820,상황지구 배수개선사업 토목공사,6081666000,2.0,,,
20210354193,정읍교육지원청 청사 증축공사,8596856000,3.0,,,
20210408337,미래교육테마파크 신축공사,19899893000,3.0,,,
20210410191,초평항 건설공사,36474975000,2.0,,,
20210410878,성남-장호원 도로건설공사(제6-1공구),52472793000,2.0,,,
20210412266,관악서 옥외주차장 증축공사(통신),171055000,2.0,,,
20210414303,군포시 가족센터 건립공사(건축·토목·기계·조경),8296939000,3.0,,,
20210414354,"점동면 공공청사 복합건립사업 건축공사(토목, 조경, 기계포함)",8768408000,2.0,,,
20210418950,대산동읍 하수관로 설치공사(3단계),14237366000,3.0,,,
20210420412,군산교육문화회관 증축 및 수선 기계설비 공사,373152000,3.0,,,
20210421160,"수도권매립지 제1,2매립장 수변전실 신설공사",2248449000,2.0,,,
20210421482,남당항 다기능어항(복합형) 조성공사,35155068000,2.0,,,
20210422137,음성 반다비 국민체육센터 건립공사(건축),13219937000,3.0,,,
20210422439,속초의료원 건축공사,200479000,3.0,,,
20210423476,별내선(8호선연장) 신호보안설비공사(1공구),5861976000,3.0,,,
20210423784,하수관로신설확충공사[서부처리구역(대저처리분구일원)]건설공사,35820420000,3.0,,,
20210424492,"달성군 교육문화복지센터 건립공사(건축,토목,조경,기계)",17216685000,3.0,,,
20210424859,교실본관 외 1동 방수공사,190028000,2.0,,,
20210425728,순천대학교 도서관 리모델링 공사(전기),841250000,2.0,,,
20210425757,한국구화학교 강당겸체육관(다목적관) 증축공사(건축),924282000,2.0,,,
20210425785,반도체부재공장 증축 및 전기증설 공사,98408000,3.0,,,
20210425791,군산시 무녀2구항 어촌뉴딜사업 시설공사(마을정비 및 특화사업)(전기),357715000,3.0,,,
20210425851,순천대학교 도서관 리모델링 공사(통신),428213000,2.0,,,
20210425955,예술대학 리모델링 전기공사,580992000,2.0,,,
20210425983,순천대학교 도서관 리모델링 공사(소방),303174000,2.0,,,
20210426139,예술대학 리모델링 통신공사,319091000,2.0,,,
20210426198,국도38호선 덕포1교(상) 시설물 보수공사,575935000,2.0,,,
20210426303,국도38호선 지장천1교(상) 시설물 보수공사,530994000,2.0,,,
20210426859,해양인문사회과학대학 등 2개동(아치관) 내진보강 및 기타공사,2237602000,2.0,2066880000,0,1949090800
20210426884,방어진항 정비사업,9981108000,2.0,,,
20210427040,안동대학교 공학2호관 냉난방기설치 및 석면교체 전기공사,231869000,2.0,,,
20210427288,한국교통대학교 체육관 증·개축 전기공사,764955000,2.0,,,
20210427313,한국교통대학교 체육관 증·개축 통신공사,333640000,2.0,,,
20210427344,한국교통대학교 체육관 증·개축 소방 공사,560022000,2.0,,,
20210427392,부산소년원 생활관 리모델링 전기공사 발주,622415000,2.0,,,
20210427420,김천시 공공산후조리원 신축공사,3208268000,3.0,,,
20210427438,부산소년원 생활관 리모델링 통신공사 발주,376999000,2.0,,,
20210427595,파주 무대공연종합아트센터 건립 소방공사,2541829000,2.0,,,
20210427598,고마지구 배수개선사업 토목기계공사,15662709000,2.0,,,
