bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20230627512,정부광주청사 지하주차장 바닥 도장공사,303302000,2,,,
20230643235,부산솔빛학교 이전 신축공사(계속비 공사),27941932000,3,,,
20230700901,와룡저수지~청룡사 간 도로 정비공사,288200000,3,262000000,87.745,251319000
20230701971,청학1동 행정복지센터 내진보강 건축공사,657170000,3,597427273,87.745,578052500
20230702863,사천시 동서금랑 생활SOC 복합화사업(전기),307626000,3,279660000,87.745,270147620
20230702887,사천시 동서금랑 생활SOC 복합화사업(통신),116391000,3,105810000,87.745,102086130
20230702904,사천시 동서금랑 생활SOC 복합화사업(소방),95392000,3,86720000,87.745,84824302
20230706392,배고개마을 진입로 확포장공사,219640000,3,199672727,87.745,192124520
20230711312,스포츠콤플렉스 건립공사(건축),17171084000,2,,,
20230711605,(가칭)에코5초등학교 교사신축공사(계속비공사),21397136000,3,,,
20230712757,화개중 강당 화장실보수 기계설비공사 수의계약 안내공고,50974000,3,46340000,87.745,44681900
20230713330,화개중 강당 화장실보수 전기공사 수의계약 안내공고,21879000,3,19890000,87.745,19431116
20230713933,평창고 교사동 공간혁신 개축 통신공사,751313000,3,635937273,0,658971118
20230713997,평창고 교사동 공간혁신 개축 전기공사,705723000,3,633848182,0,620295325
20230714386,"충남형 스마트팜 사관학교 온실 설치 공사(건축,기계설비)",324665000,3,295150000,87.745,324665000
20230715432,명진고등학교 365스터디룸 조성사업 증축 공사(건축) 제한입찰 공고,604477000,3,549524545,87.745,534784000
20230715712,명진고등학교 365스터디룸 조성사업 증축 공사(기계설비) 소액수의 안내 공고,13337000,3,12124545,87.745,11583000
20230715716,명진고등학교 365스터디룸 조성사업 증축 공사(전기) 소액수의 안내 공고,102856000,3,93505455,87.745,90189200
20230715782,명진고등학교 365스터디룸 조성사업 증축 공사(소방) 소액수의 안내 공고,28457000,3,25870000,87.745,25168030
