bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20240829667,노후하수관로 정비공사(2차 1단계),36426913000,3,,,
20240901609,부천중원초등학교 운동장 인조잔디 및 트랙 조성 공사 소액수의 견적제출 공고,133331000,3,121210000,87.745,117126700
20240902148,남양주진접2 A-7BL 아파트 건설공사 6공구,149623895000,2,144517200000,0,136289528600
20240904471,운담초 운동장 배수로 공사 소액수의 견적제출 공고,69300000,3,63000000,87.745,60514980
20240906664,경주시 도시바람길숲(황성공원) 조성사업(1단계),5973404000,3,,,
20240907230,경성전자고등학교 옥상방수외 기타공사,114486000,3,104078183,87.745,101871800
20240907310,구룡포초등학교 그린스마트스쿨 교사 개축 정보통신공사 긴급입찰 공고,630301000,3,573000909,87.745,558398000
20240907767,구룡포초등학교 그린스마트스쿨 교사 개축 소방공사 긴급입찰 공고,445488000,3,404989091,87.745,397014162
20240908193,울산태화강변 A-1BL 및 부산모라 아파트 건설공사,59837194000,2,57572136000,0,58900669100
20240909118,김해진례 C-1BL 및 산청산청 공동주택 건설공사,148234168000,2,143212396000,0,139103897500
20240909392,광주초 공간재구조화 개축 및 리모델링공사,12345194000,3,,,
20240910097,청주보호관찰소 청사 증축 소방공사,250578000,2,,,
20240910131,청주보호관찰소 청사 증축 통신공사,311698000,2,,,
20240910526,공과대학 제2공학관 배기시설 개보수공사(건축),164000000,2,,,
20240910732,탄소저감반도체융합부품 기술지원센터 건축공사(통신),227844000,3,,,
20240911127,오학처리구역 하수관로 설치공사,9513967000,3,,,
20240911338,경호안전교육원 3단계사업 건설공사(전기),816860000,2,735730000,0,727372600
20240912745,한국가스안전공사 가스안전교육원 비상대응실습장 건축(증축)공사,97060000,2,88236364,87.745,85856893
20240912898,야생동물 검역시행장 건립사업(건축·토목·조경·기계),13762277000,2,,,
20240913808,공과대학 제2공학관 배기시설 개보수공사(전기),221000000,2,,,
20240913995,줄포지구 배수개선사업 토목기계건축공사,10610272000,2,,,
20240914057,"4·16 생명안전공원(가칭) 건립공사(건축,토목,조경,기계)",20780303000,3,,,
20240914608,강원특별자치도교육청춘천교육문화관 별관 개축공사,4949598000,3,,,
20240914809,"동원중학교 다목적강당(체육관) 증축 건축,토목,기계설비 공사",2410254000,2,2191140000,86.745,2111097000
20240914897,동원중학교 다목적강당(체육관) 증축 공사(전기),181973000,2,165430000,87.745,160423239
20240914919,동원중학교 다목적강당(체육관) 증축 공사(소방),53394000,2,,,
20240914930,동원중학교 다목적강당(체육관) 증축 공사(통신),78969000,2,,,
20240915478,중앙근린공원 통합주차장 조성사업 건축공사,13840229000,3,,,
20240915621,용암해수 다각화 지원시설 신축 공사(전기),640385000,3,,,
