bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK01024462,화성병점 복합타운 주상복합건설사업 1공구,196993578000,2,189441077000,,179774644614
R25BK01029948,의정부공업고 학과개편 재구조화 실습실 환경개선사업 전기공사,75385000,3,68531818,89.745,68220310
R25BK01030102,의정부공업고 학과개편 재구조화 실습실 환경개선사업 통신공사,90135000,3,81940909,89.745,81881075
R25BK01031367,(장기계속)서울북가좌초 그린스마트 미래학교 증개축공사,31749040000,3,29313774000,83.395,26834287000
R25BK01031578,부산진해경제자유구역 북측 진입도로(장낙대교) 건설공사,114368039000,3,106428090910,,106876663221
R25BK01032180,"의정부공업고 학과개편 재구조화 실습실 환경개선사업 리모델링공사(건축,기계)",939889000,3,854444546,89.745,853227740
R25BK01040280,구리갈매역세권 A-5BL 아파트 건설공사 4공구,55756625000,2,53986977000,,53697190524
R25BK01040687,제천고 그린스마트스쿨 조성 공사,13057369000,3,12345850000,83.395,11491579000
R25BK01042204,구리갈매역세권 A-2BL 아파트 건설공사 3공구,51903748000,2,50354588000,,49629740986
R25BK01044592,구리갈매역세권 A-3BL 아파트 건설공사 5공구,70523429000,2,68194588000,,66425265541
R25BK01045457,부천종합운동장역세권 A-1BL 및 A-2BL 아파트 건설공사 1공구,137641842000,2,133560281000,,128590846838
R25BK01046368,염창동 청소년 문화의 집 건립 공사(통신),198394000,3,180358182,89.745,180573490
R25BK01046893,장호원읍 행정복지센터 증축공사,7017519000,3,6442689000,87.995,6257495000
R25BK01047084,남양주왕숙 A-6BL 아파트 건설공사 8공구,137139881000,2,132840619000,,127863601206
R25BK01047220,인천부평동초 공간재구조화 증개축 및 거점형 늘봄센터 설치공사,9985286000,3,9126710000,87.995,8889356000
R25BK01047348,시흥거모 S-1BL 아파트 건설공사 3공구,81663126000,2,78975535000,,76974257285
R25BK01047501,충무동 행정복지센터 신축공사,6946232000,3,6400640000,87.995,6092080000
R25BK01047614,대전연축 A-1BL 아파트 건설공사 1공구,70913330000,2,68783271000,,68416569415
R25BK01048871,시흥거모 A-3BL 아파트 건설공사 1공구,113296144000,2,109628910000,,107296828120
R25BK01049044,의정부법조타운 S1BL 아파트 건설공사 1공구,106812305000,2,103096226000,,101056195000
R25BK01049121,남양주왕숙2 A-3BL 아파트 건설공사 1공구,169651664000,2,163887314000,,153250759108
R25BK01049981,인천영종 A62BL 아파트 건설공사 11공구,214153342000,2,206452158000,,191386630754
R25BK01050924,안산신길 A-6BL 아파트 건설공사 1공구,89408212000,2,86522596000,,85016781127
R25BK01050977,부산강동 A-2BL 아파트 건설공사 2공구,105631886000,2,102145855000,,96734823506
R25BK01051116,양평공흥(고령자) 아파트 건설공사 1공구,18166611000,2,17658188000,,17011110000
R25BK01051572,성남복정2 A1BL아파트 건설공사 1공구,250083714000,2,242457005000,,225226716197
R25BK01051767,공립 항공우주분야 전문과학관 건립공사(통신),766021000,3,672450000,89.745,701755000
R25BK01052049,충남도청이전신도시 RH15BL 아파트 건설공사 3공구,333026698000,2,321945106000,,295394043300
R25BK01052272,시도12호선(전류~원산) 도로확·포장공사,12749014000,3,,,
R25BK01053050,안산신길2 B-1BL 아파트 건설공사 2공구,106025582000,2,102599384000,,95857624157
R25BK01053248,의정부법조타운 S3BL 아파트 건설공사 2공구,146321604000,2,141239922000,,134206935000
R25BK01053314,수원당수 B-3BL 아파트 건설공사 7공구,111928384000,2,108170467000,,101391460716
R25BK01054673,양주회천 A-26BL공동주택 건설공사,188131771000,2,181708994000,,166174289204
R25BK01056582,인천계양 A6BL 아파트 건설공사 5공구,186289041000,2,180005325000,,168900767392
R25BK01056960,보라매보육원 천정형 냉난방기 설치공사,76000000,3,,,
R25BK01057204,인천부평동초 공간재구조화 증개축 및 거점형 늘봄센터 설치 전기공사 (계속비),1548289000,3,1419423000,88.745,1388793702
R25BK01057209,대한불교조계종 용인 전통문화체험관 건립공사 (건축),6440793000,3,5883012000,87.995,5738255166
R25BK01058191,경기아트센터 도움관 지하 장애인 화장실 설치공사 ,88992000,3,,,
R25BK01058430,염창동 청소년문화의 집 신축공사(소방),402304000,3,365730910,89.745,362940320
R25BK01058496,경상북도 농업기술원 건립공사(건축),90253199000,3,83985710000,,85561664000
R25BK01059122,시흥거모 A-7BL 아파트 건설공사 5공구,138299087000,2,133702273000,,123868120919
R25BK01059357,부여여자고등학교 이전 신축공사,15678388000,3,14563580000,83.395,13690498100
R25BK01060175,도전소하천 호안정비사업,99000000,3,90000000,89.745,89372022
R25BK01060178,경산대임 B-1BL 공동주택 건설공사,80007066000,2,77429466000,,76665920275
R25BK01060694,공주 신풍~유구 도로건설공사,26688892000,2,,,
R25BK01061214,의정부공업고 학과개편 재구조화 실습실 환경개선사업 소방공사,1623000,3,1475454,89.745,1473630
R25BK01061352,청원오창 1BL 및 2BL 아파트 건설공사,257190270000,2,248797433000,,226448540126
R25BK01061583,대법원청사 동관 지하1층 외부 보행로 교체공사,437700000,2,,,
R25BK01062066,글로벌파크 맨발황톳길 조성사업,240031000,3,,,
R25BK01062071,공립 항공우주분야 전문과학관 건립공사(전기),1275574000,3,1123650000,88.745,1149732424
R25BK01062904,동두천시 생내1처리분구(1구역) 하수관로 분류화공사,26477986000,3,25681918000,81.995,22323141000
R25BK01063126,세종경찰청 청사 건립사업 소방공사 1차수,2981946000,2,2754360000,86.745,2617584453
R25BK01063630,시흥거모 A-10BL 아파트 건설공사 4공구,85708346000,2,82911671000,,81325640496
R25BK01063665,"공항동 문화체육센터 생활SOC복합화사업(건축,토목,조경,기계)",19483809000,3,,,
R25BK01063888,경남과학고등학교 천장교체 전기공사,457716000,3,425950000,89.745,415592931
R25BK01064216,상주시 폐기물매립시설 확장공사(총괄),12283733000,3,,,
R25BK01064535,하나로연구동 갱의실 외2개소 환경개선공사,292990000,2,,,
R25BK01064626,특수동 및 정보과학동 노후 냉난방설비 개선 전기공사,211995000,2,,,
R25BK01064749,송월동 동화마을 벽화 리뉴얼 공사(1차),96900000,3,,,
R25BK01065179,부산명지2 A6BL 아파트 건설공사 1공구,327563595000,2,315411198000,,287565910377
R25BK01065575,부천시장애인종합복지관 심곡동 별관 신축공사(126-8외2필지),1084598000,3,985998181,89.745,978407100
R25BK01065637,시흥거모 A-5BL 공동주택 건설공사 2공구,119618116000,2,115761935000,,108282320487
R25BK01065932,거창 대산1지구 하천재해예방사업,18228638000,3,16629554546,81.995,16043826600
R25BK01066281,"강원인제, 강원정선2 및 평창장평 아파트 건설공사",34622994000,2,33630169000,,34002283331
R25BK01066723,군포대야미 A-1BL 아파트 건설공사 2공구,111655033000,2,107721412000,,102532813911
R25BK01067860,인천부평동초 공간재구조화 증개축 및 거점형 늘봄센처 설치 소방공사,424587000,3,385988182,89.745,383180650
R25BK01067946,인천부평동초 공간재구조화 증개축 및 거점형 늘봄센터 설치 정보통신공사,659528000,3,599570909,89.745,593574310
R25BK01068418,스티로폼 감용시설 야외 적치장 시설개선 공사,334907000,3,,,
R25BK01068629,군산제일고 오수관로 개선 공사,112300000,3,,,
R25BK01068884,제2동 1층 진료공간 재배치 건축공사,457050000,2,415500000,87.745,
R25BK01068946,보일러배관교체공사,60500000,3,55000000,87.745,53490663
R25BK01069290,풍요로운 빛의 도시 조성을 위한 환경정비 사업(사북읍 기념비 이전 및 공원 조성 공사),240872000,3,,,
R25BK01069452,제2동 1층 진료공간 재배치 기계설비공사,110000000,2,100000000,87.745,
R25BK01069467,제2동 1층 진료공간 재배치 전기공사,145830000,2,132572727,87.745,
R25BK01069474,제2동 1층 진료공간 재배치 통신공사,154010000,2,140009091,87.745,
R25BK01069480,제2동 1층  진료공간 재배치 소방공사,49380000,2,44890909,87.745,
R25BK01069549,(혁신)기계공학부 냉난방기 설치 공사,28600000,2,,,
R25BK01069716,2025년 발전소주변지역 LED 가로등기구 교체사업,30866000,3,28060000,89.745,27720400
R25BK01069757,부여여자고등학교 이전 신축 전기공사,2125843000,3,,,
R25BK01069849,부여여자고등학교 이전 신축 정보통신공사,818952000,3,,,
R25BK01069977,2025년 대신중학교 교육환경개선사업 (체육관 방송장비 개선) 입찰 공고,62849000,3,,,
R25BK01070234,영암군 노후하수관로 정비사업,6574700000,3,5977000000,87.495,5865176362
R25BK01070420,글로벌 창업허브 리모델링 공사(건축) ,9457631000,2,8707606040,85.995,8137959000
R25BK01070509,2025년 봉화군 국립백두대간수목원 실외 생활정원 조성 공사,373430000,2,344924546,87.745,329128000
R25BK01070723,2025년 숲가꾸기(어린나무가꾸기)사업 (기번3),52363000,2,,,
R25BK01070768,2025년 숲가꾸기(어린나무가꾸기)사업 (기번4),58155000,2,,,
R25BK01070910,금성중학교 외부환경개선공사,126417000,3,,,
R25BK01070919,남양주 홍유릉 양묘장 토양 개량 및 조경 정비 사업,1367996000,2,,,
R25BK01071078,충남반도체마이스터고등학교 반도체관 옥상방수 공사 견적 공고,86806000,3,,,
R25BK01071132,안양7동 하수도정비 중점관리지역 도시침수예방사업,11664325000,3,10855000000,81.995,9850489175
R25BK01071244,글로벌 창업허브 리모델링 공사(전기),1831364000,2,1691652000,86.745,1623216750
R25BK01071293,글로벌 창업허브 리모델링 공사(통신) ,1105183000,2,1608273000,86.745,965279000
R25BK01071375,시흥동지점 전체 레이아웃 전기공사,192390000,2,,,
R25BK01071994,내남 파크골프장 조성사업,388800000,3,,,
R25BK01072122,백운포체육공원 풋살2구장 잔디개선공사,37785000,3,34350000,89.745,33624634
R25BK01072164,관내 하수도 소구조물 유지보수 단가계약공사(3차 1구역),99660000,3,,,
R25BK01072301,콩사랑영농조합법인 2025년 국산 콩 가공산업화 지원 사업 건축토목공사,2358686000,3,,,
R25BK01072302,콩사랑영농조합법인 2025년 국산 콩 가공산업화 지원 사업 전기공사,273811000,3,,,
R25BK01072303,콩사랑영농조합법인 2025년 국산 콩 가공산업화 지원 사업 소방공사,208736000,3,,,
R25BK01072786,삼암구장지구 배수개선사업 토목기계공사,8731036000,2,7935020000,85.495,7591366660
R25BK01072875,풍양중학교 본관교사 석면 철거공사 수의견적 제출 안내 공고,104786000,3,,,
R25BK01072916,"2025년 2차(죽산, 부량, 요촌, 신풍, 교월) 생활민원사업(단가계약)",34147000,3,42218182,89.745,30691800
R25BK01072964,"2025년 2차(금구, 봉남, 금산, 검산) 생활민원사업(단가계약)",34147000,3,40909091,89.745,30344950
R25BK01072974,가창정수사업소 여과지 방수공사,106711000,3,,,
R25BK01073021,2025년 숲가꾸기사업(1차)(1지구),42881000,3,,,
R25BK01073026,"2025년 2차(만경, 청하, 성덕, 진봉, 광활) 생활민원사업(단가계약)",34147000,3,41818182,89.745,30503760
R25BK01073038,영동군 곤충생태 체험연구관 건립사업(건축),4114770000,3,3751760000,88.745,3744700000
R25BK01073064,"2025년 2차(백산, 용지, 백구, 공덕, 황산) 생활민원사업(단가계약)",34147000,3,42727273,89.745,30550180
R25BK01073079,사거경로당 증축 공사(입찰대행),101563000,3,,,
R25BK01073216,2024년 농업근로자 숙소 리모델링 지원사업-건축공사,526080000,3,,,
R25BK01073256,국립울진동서트레일센터 전기공사,334789000,2,309240000,87.745,298258417
R25BK01073328,종로6가지점 전체 레이아웃 통신공사,48290000,2,,,
R25BK01073373,원통8리(어두원리) 주민편의주차장 조성공사,87233000,3,,,
R25BK01073408,2025년 축산분야 ICT 융복합 확산사업,45250000,2,,,
R25BK01073467,산청 남사1지구 하천재해예방사업,14261915000,3,13271818182,81.995,12437111000
R25BK01073522,"전남 경찰특공대 훈련시설 증축공사(건축,토목,기계,조경)",7434369000,2,6804350000,85.995,6435147900
