bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20210500413,만인의총 유적종합정비 1단계 기념관 및 관리동 증축공사 (건축 등),6491159000,2,,,
20210604233,"유용미생물은행 건설공사(건축, 토목, 조경, 기계)",8393373000,3,,,
20210605371,경상남도교육청 함안도서관 신축(이전) 공사,4428153000,3,,,
20210606186,충북 청주전시관 건립사업 소방공사,5586659000,3,,,
20210610284,(가칭)본성고등학교 신축 기계설비공사(계속비 공사),1705958000,3,,,
20210610288,충북 청주전시관 건립사업 건축공사,57924374000,3,,,
20210610426,예당호 착한농촌체험세상 조성사업,17344594000,3,,,
20210610605,예당호 착한농촌체험세상 조성사업(통신),522936000,3,,,
20210610831,예당호 착한농촌체험세상 조성사업(전기),1631365000,3,,,
20210610946,예당호 착한농촌체험세상 조성사업(소방),901588000,3,,,
20210613016,송정 복합체육센터 건립공사(건축·기계·토목·조경),13233314000,3,,,
20210614295,빛고을창업스테이션 건립사업 건축공사,12888194000,3,,,
20210618812,2021년 인천항 항만시설물 보수보강공사,1981388000,2,,,
20210619196,신기중학교 외벽보수(방수)공사 소액수의 견적제출 공고,105643000,3,96039091,87.745,93626660
20210619429,하대-옥천간 도로(대로1-남산1) 개설공사,19124283000,3,17796272728,0,15741103280
20210619433,남해초등학교 본관 및 후관 개축공사,9264424000,3,,,
20210620899,북면1고등학교 교사신축 전기공사,2138389000,3,,,
20210620937,북면1고등학교 교사신축 통신공사,855033000,3,,,
20210621044,진주시 장애인 문화체육센터 건립공사,7092307000,3,,,
20210624006,중부권 인재개발원 신축 공사(총체 및 1차),21558621000,2,,,
20210625250,"경주시 국도대체우회도로(상구-효현)건설공사 전기공사, 1차",1385623000,2,,,
20210625299,익산시 낭산 폐석산 차수매트(HDPE SHEET)복개공사,166022000,3,,,
20210625386,남해초등학교 본관 및 후관 개축 기계설비공사,886303000,3,,,
20210625641,(가칭)본성고등학교 신축 전기공사(계속비 공사),2186248000,3,,,
20210625655,(가칭)본성고등학교 신축 통신공사(계속비 공사),1105523000,3,,,
20210625727,(가칭)본성고등학교 신축 소방공사(계속비 공사),1030656000,3,,,
20210625975,(가칭)본성고등학교 신축공사(계속비 공사),11812927000,3,,,
20210626741,원주시 단계천 생태하천복원사업 정보통신공사,134210000,3,,,
20210627606,원주시 단계천 생태하천복원사업 전기공사,167463000,3,,,
20210627756,신촌리 오수관로 정비공사(총괄),2094126000,3,,,
20210628112,"구리시 인창동 행정복지센터 건립공사(건축,토목,기계)",3307835000,3,,,
20210629120,섬진강 섬진제 재해복구사업,18592812000,2,,,
20210629281,풍산지구 내 멀티스포츠센터 건립 공사(전기),1023447000,3,,,
20210629289,풍산지구 내 멀티스포츠센터 건립 공사(통신),317404000,3,,,
20210630482,국립현대미술관 서울 멀티프로젝트 홀 보수공사,508178000,2,,,
20210631314,온산읍 종합 행정복지타운 건립공사(소방),1846550000,3,,,
20210631786,이천시보건소 신축 소방공사,574770000,3,,,
20210631833,물금2고등학교 교사신축 전기공사,2168012000,3,,,
20210632060,2021년 경기도(자유로) 노후장비 철거공사,300895000,3,,,
20210632067,물금2고등학교 교사신축 통신공사,1028240000,3,,,
20210632080,오남 시가지 통과도로(대3-102호) 도로개설공사,11014339000,3,,,
20210632104,신장도서관 리모델링 건축공사,2409697000,3,,,
20210632120,국도6호선 봉안터널(상) 등 시설물보수공사,1214734000,2,,,
20210632126,미래교육테마파크 신축 소방공사,2040552000,3,,,
20210632304,서울농학교 외벽개선 및 기타공사(대수선),907453000,2,,,
20210632745,(가칭)태전중학교 신축공사,16485380000,3,,,
20210632757,신동정수장 현대화사업 계측제어공사,530265000,3,,,
20210632811,예술대 본관 텍스설치 및 기타공사,482335000,2,,,
20210633195,신동정수장 현대화사업 전기공사,1019447000,3,,,
20210633448,울산구치소 대체복무 생활관 환경개선 공사,589179000,2,,,
20210633647,충청내륙고속화(제4공구)도로건설공사(전기공사),2736121000,2,,,
20210633712,주차차단기 설치공사,64146000,2,,,
20210633818,대진항·공현진항 정비사업,14030161000,2,,,
20210633993,연안 안전사고 예방 CCTV 설치공사,422300000,2,,,
20210634075,한국예술종합학교 석관동교사 가로등 교체 및 EHP 전원 설치 공사,235175000,2,,,
20210634365,이동식 수소충전소 건립 공사(건축),759034000,3,,,
20210634379,"칠성,장연,연풍면농어촌생활용수개발사업",5979400000,3,,,
20210634426,서울윤중초등학교 체육관 및 급식시설 증축공사,4057471000,3,,,
20210634487,논산여자중학교 교사동 방수 및 기타공사,31537000,3,,,
20210634524,이동식 수소충전소 건립 공사(전기),114533000,3,,,
20210634628,해미르어린이집 주차장 개선 공사(긴급),44392000,2,,,
20210634810,금구중 바닥보수 및 기타시설공사 제한입찰 공고,231902000,3,,,
20210634848,소액 수의공사 견적공고[2021년 진건읍 생활민원처리공사 단가계약(2차)],118006000,3,,,
20210635291,삼척여고 보차도분리 공사 소액수의 견적제출,27140000,3,,,
20210635339,양평군 처리구역 하수관로 정비사업(2단계) 전기공사,1311008000,3,,,
20210635459,"안좌중학교 과학실,어학실 공사 수의계약 견적서 제출 안내 공고",30275000,3,,,
20210635472,2021년 비상소화장치 설치공사,11048000,3,,,
20210635558,대곶문화복지센터 건립공사[소방],457523000,3,,,
20210635603,대구 천내리 근생시설 신축공사 (건축),7028128000,2,,,
20210635719,연봉리 공영노외주차장 시설개선 건축공사,1474470000,3,,,
20210635722,금산고등학교 기숙사 수선공사,164175000,3,,,
20210635740,경기도학생교육원 양평학생야영장 현대화사업 모험시설물 개선공사 소액수의 견적 공고,71725000,3,,,
20210635815,대덕여자고등학교 도시가스 인입공사,80232300,3,,,
20210635855,도이초 옥상 방수 공사,84357000,3,76688182,87.745,74534560
20210636077,"전주김제완주축협 퇴비유통보관창고시설 신축 공사(건축,기계) 입찰 공고(긴급)",996331000,3,905755722,87.745,
20210636094,제일고등학교 미래교실 구축공사 소액수의 견적 제출 공고,68431000,3,,,
20210636121,2021년 원광참살이요양원 주야간보호센터 치매전담실 증축공사 입찰 안내 - 입찰대행,502696000,3,,,
20210636211,(긴급)성수고등학교 스터디 카페설치  및 진로진학교실 개선 공사,160600000,3,,,
20210636263,경주예일고등학교 교실 개축 소방 공사,107699000,3,,,
20210636286,남해초등학교 본관 및 후관 개축 통신공사,526089000,3,,,
20210636402,약수도서관 내진보강공사,30600000,3,,,
20210636500,광일중 냉난방 개선 전기공사 견적 공고,71120000,3,,,
20210636833,서부산공업고등학교 교실 환경개선 리모델링 공사 소액수의 견적요청 공고,43120000,3,,,
20210636951,교육형 스마트팜 조성사업 인테리어 공사,76713000,3,,,
20210636989,국도38호선 제요교 등 교면포장 보수공사,733443000,2,,,
20210637021,독산근린공원 환경개선공사(2차),187799000,3,,,
20210637072,섬강초 더불어공간 프로젝트 공사 소액수의 견적제출 안내공고,66594000,3,,,
20210637098,남해초등학교 본관 및 후관 개축 소방공사,517709000,3,,,
20210637129,동광초 병설유치원 화장실 증축공사,46808000,3,,,
20210637149,오전로2구간 보행환경 개선공사,133378000,3,,,
20210637173,국도20호선 말구불터널 조명설비 개선공사,1029169000,2,,,
20210637191,곡란중 체육관 환경개선 및 교사 도장공사,170298000,3,,,
20210637204,대구동부고 교육환경개선(누수분야) 옥상 방수 공사,33022000,3,,,
20210637209,국도20호선 건천터널 조명설비 개선공사,691872000,2,,,
20210637226,동광중학교 화장실 개선 기계설비 공사,65590000,3,,,
20210637243,옹포천 산책로 보안등 정비공사,69406000,3,,,
20210637260,여도초등학교 관리동 및 특별동 방화구획 설치공사(긴급),47112000,3,,,
20210637407,세종 자율주행실증지원시설 건축 공사,1643137000,3,,,
20210637440,상북면 명촌리ㆍ길천리 일원 배수관 부설(2차) 포장공사,58920000,3,,,
20210637449,1학년 교실개선공사 소액수의 견적 제출 안내공고,105332000,3,,,
20210637453,초계중학교 본관동 석면철거에 따른 소방공사,20691000,3,,,
20210637506,대성로 확장공사(1단계-2구간),427890000,3,,,
20210637520,대성초등학교 교실바닥교체공사,68574000,3,,,
20210637539,삼성초 외 1교(대성초) 화장실 보수 및 기타 전기공사,27885000,3,,,
20210637609,인천계양초등학교 도서관동 화장실 개선공사 수의계약 견적제출 안내공고,60588000,3,,,
20210637628,곡란중 체육관 천정(지붕) 개선 공사,184540000,3,,,
20210637662,상탑초등학교 주민개방형 도서관 환경개선(리모델링) 공사,142134000,3,,,
20210637665,영광 제2정수장 개량사업,9208725000,3,8270621819,0,7997900000
20210637759,길주중학교 본관동 교실바닥 개체 전기공사,35031000,3,,,
20210637764,봉평리(면도102호선) 배수로 정비공사외 2개소,44900000,3,,,
20210637771,리도204호선(금천리) 재해복구사업,24900000,3,,,
20210637773,진보고등학교 실습동 다목적교실 설치 전기공사,11548000,3,,,
20210637779,"상시선별진료소 증축공사(건축, 기계)",358060000,3,,,
20210637780,죽변항 공중화장실 개축공사,99950000,3,,,
20210637789,길주중학교 본관동 교실바닥 개체 정보통신공사,35895000,3,,,
20210637793,상시선별진료소 증축공사(전기),81070000,3,,,
20210637799,군서초 외 1교(군남초) 바닥난방개선 및 기타 전기공사 수의견적 제출 공고[긴급],13805000,3,,,
20210637807,완도시험포장 방풍수 전정공사,17383000,3,15802728,87.745,15294470
20210637812,상시선별진료소 증축공사(통신)(사회적약자기업 보호경쟁),37334000,3,,,
20210637815,신가중 교사동 바닥보수공사 수의계약 안내공고,157993000,3,,,
20210637845,"호흡기전담클리닉 구축사업 증축공사(건축, 토목, 기계)",316844000,3,,,
20210637854,호흡기전담클리닉 구축사업 증축공사(전기)(사회적약자기업 보호경쟁),39248000,3,,,
20210637865,통신선로 지중화 2단계 토목 공사,71830000,2,,,
20210637868,호흡기전담클리닉 구축사업 증축공사(통신)(사회적약자기업 보호경쟁),29920000,3,,,
20210637875,선운초 교실 증축 기계설비공사 수의계약 안내공고,65326000,3,,,
20210637878,포스트타워 중앙 외벽 커튼월 코킹 보수공사 재공고,94150100,2,,,
20210637923,선운초 교실 증축 전기공사 수의계약 안내공고,81290000,3,,,
20210637981,선운초 교실 증축 통신공사 수의계약 안내공고,33660000,3,,,
20210637983,와룡마을 소규모수도 노후화시설 개량공사,69080000,3,,,
20210638008,예술의거리 안전한 보행공간 조성공사,87900000,3,,,
20210638016,동산천 재해예방을 위한 하천준설 및 석축보수 공사,56771000,3,,,
20210638024,선운초 교실 증축 소방공사 수의계약 안내공고,58520000,3,,,
20210638038,힐링교 주변 산책로 정비공사,52254000,3,,,
20210638039,상천리 마을회 저온저장고 시설 등 지원사업,322502000,3,,,
20210638078,동두천 국가산업단지 진입도로 건설공사(전기),1627735000,2,,,
20210638085,서울농학교 초등교육관 내진보강 및 환경개선공사,844625000,2,,,
20210638115,연무대기계공업고 급식실 바닥 타일 수선공사 견적제출 공고,39414000,3,,,
20210638180,수문초 교사동 바닥보수 전기공사 수의계약 안내공고,47949000,3,,,
20210638181,수문초 1학년 교실 환경개선공사 수의계약 안내공고,44913000,3,,,
20210638182,수문초 1학년 교실 환경개선 기계설비공사 수의계약 안내공고,64944000,3,,,
20210638183,수문초 1학년 교실 환경개선 전기공사 수의계약 안내공고,67749000,3,,,
20210638184,봉산초 등 2교(산월초) 1학년 교실 환경개선공사 수의계약 안내공고,71016000,3,,,
20210638185,봉산초 등 2교(산월초) 1학년 교실 환경개선 기계설비공사 수의계약 안내공고,65280000,3,,,
20210638186,봉산초 등 2교(산월초) 1학년 교실 환경개선 전기공사 수의계약 안내공고,67265000,3,,,
20210638187,미산초 내부창호 보수공사 수의계약 안내공고,206173000,3,,,
20210638191,2021년 하반기 부천동 보안등 신설 및 유지보수공사,38975000,3,,,
20210638192,2021년 하반기 부천동 가로등 신설 및 유지보수공사,28272000,3,,,
20210638211,대마산업(Hemp) 방범용 CCTV 설치 통신공사,35021000,3,,,
20210638225,2021년 소규모주민숙원사업(안평리 882번지 일원) 배수로설치공사,25987000,3,,,
20210638280,둔전제일초 외 1교(왕산초) 유치원 소방 간이스프링클러 설치공사,58208000,3,,,
20210638283,성복초 외 1교(대청초) 유치원 소방 간이스프링클러 설치공사,54256000,3,,,
20210638284,신일초 외 1교(용인심곡초) 유치원 소방 간이스프링클러 설치공사,49905000,3,,,
20210638285,용인이동초 외 1교(운학초) 유치원 소방 간이스프링클러 설치공사,47264000,3,,,
20210638287,서룡초 유치원 소방 간이스프링클러 설치공사,21696000,3,,,
20210638288,갈곡초 외 1교(교동초) 유치원 소방 간이스프링클러 설치공사,47658000,3,,,
20210638289,기흥초 외 1교(나산초) 유치원 소방 간이스프링클러 설치공사,58910000,3,,,
20210638291,나곡초 외 1교(보라초) 유치원 소방 간이스프링클러 설치공사,77737000,3,,,
20210638294,용인대덕초 외 1교(풍천초) 유치원 소방 간이스프링클러 설치공사,51696000,3,,,
20210638297,독정초 외 1교(마성초) 유치원 소방 간이스프링클러 설치공사,45409000,3,,,
20210638299,용인대일초 외 1교(용인한빛초) 유치원 소방 간이스프링클러 설치공사,49782000,3,,,
20210638301,용봉중 바닥보수 전기공사 수의계약 안내공고,14839000,3,,,
20210638303,국도77호선 성동육교 등 시설물보수공사,1460683000,2,,,
