bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK00875994,건축공사 입찰공고,257986700,3.0,,,
R25BK00931822,조야~동명 광역도로 건설공사(3공구),57406560000,3.0,,,
R25BK00937304,대동하수처리구역 오수관로 정비공사,13189832000,3.0,,,
R25BK00944737,관양중 공간재구조화사업 교사동 리모델링 및 후관동 승강기 증축공사,6314398000,3.0,,,
R25BK00949164,지산지구 배수개선사업,13449405000,2.0,,,
R25BK00952860,백석지구 수리시설개보수사업 토목공사,3737158000,2.0,,,
R25BK00953542,"용인 종합환경교육센터 건립사업(건축, 토목, 기계, 조경)",9120712000,3.0,,,
R25BK00954568,흥왕지구 배수개선사업 토목공사(긴급) 발주 요청,4651657000,2.0,,,
R25BK00957000,영주배수지 증설공사,6863422000,3.0,,,
R25BK00960534,"학현,내기처리분구 하수관로 정비사업(2단계) (장기계속, 전체분)",12034391000,3.0,,,
R25BK00963405,(가칭)양주2고 신축공사,23280962000,3.0,21664933727,83.395,19397275000
R25BK00966145,강진 제2일반산업단지 조성사업,18489385000,3.0,,,
R25BK00966279,우정총국 내 전시관 리모델링 공사,279221000,2.0,,,
R25BK00966805,해창 자연재해위험 개선지구 정비사업,29255323000,3.0,,,
R25BK00967531,불국사119안전센터 별동 증축 건축공사,1807761000,3.0,1643419091,88.745,1602256999
R25BK00967716,불국사119안전센터 별동 증축 전기공사,165169000,3.0,150153637,89.745,150600650
R25BK00967785,경기남부청 항공대 재건축공사[건축],3830305000,2.0,,,
R25BK00969180,6K Cooler Upgrade 공사_기계,4601957000,2.0,,,
R25BK00969500,대전두리초 병설유치원 교육환경개선 전기공사 수의계약 견적제출 안내공고,68244000,3.0,62040000,89.745,61321951
R25BK00969535,강진중 그린스마트스쿨 증축공사,6358600000,3.0,,,
R25BK00970203,독도 천연보호구역(서도) 통행로 보수·정비 공사,44000000,3.0,,,
R25BK00970616,청주교대 피트니스센터 환경개선 공사,295915000,2.0,,,
R25BK00970835,인천글로벌캠퍼스 노후 기계설비 교체공사(4차년도),2123449000,3.0,,,
R25BK00971500,2025년 김 육상채묘 및 냉동망 시설 지원사업-저온저장시설,400000000,3.0,,,
R25BK00971916,초계초등학교덕곡분교장 사택 철거공사 수의계약 안내 공고,20031000,3.0,,,
R25BK00971980,전남연수원 건립 건축공사,15189860000,2.0,,,
R25BK00972371,외고산 옹기마을 경관개선 사업,411620000,3.0,374200000,89.745,368177470
R25BK00972396,"하이넷 계룡정장 수소충전소 구축공사(건축, 토목)",1372000000,3.0,,,
R25BK00972677,"인천통합보훈회관 건립사업 건설공사(건축, 토목, 조경, 기계)(긴급)",11112136000,3.0,,,
R25BK00972844,(가칭)금토초 신축공사(계속비),17272244000,3.0,,,
R25BK00973285,희귀 핵 연구단 탑-티어 세미나실 및 연구실 구축 공사,40886000,2.0,,,
R25BK00973632,시설 전체 환경개선 보수 공사 진행,71500000,3.0,,,
R25BK00973724,2025학년도 명석고등학교 학교공간혁신사업 건축공사,394162000,3.0,358329091,89.745,358485080
R25BK00973923,동수영중학교 공간재구조화사업 리모델링 공사,6647596000,3.0,,,
R25BK00974150,2025학년도 명석고등학교 학교공간혁신사업 전기공사,148313000,3.0,134830000,89.745,132930000
R25BK00974523,대전두리초 병설유치원 교육환경개선 기계설비공사 수의계약 견적제출 안내공고,88975000,3.0,80886364,89.745,79689540
R25BK00974941,[긴급](가칭)수원제일중 신설대체이전 신축공사[계속비],16600077000,3.0,,,
R25BK00975245,경북하이텍고등학교 내진보강부적정건물(음악실)철거 및 기타공사,251254545,3.0,,,
R25BK00975372,석적읍 반계리 하수관로 정비공사,283400000,3.0,257636364,89.745,257104771
