bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20211036270,삼향동초등학교 도서관 및 행정실 실내보수공사,97493000,3,88630000,87.745,85665511
20211137090,경주 양남-감포 국도건설공사,40911812000,2,36496780000,0,31946702000
20211139565,중교소하천 하수관로 정비공사,782854000,3,,,
20211203372,치평초등학교 수업나눔 및 학교예술 공간 환경개선 공사 수의계약 견적 제출 안내 공고,120010000,3,109100000,87.745,104567340
20211207892,남악신도시 오룡지구 택지개발사업 조경공사 3공구,15061537000,3,,,
20211209894,대구대표도서관 건립공사,23260554000,3,,,
20211210997,간석지구 우수저류시설 설치공사,30624654000,3,,,
20211216843,(가칭)운정5고 교사 신축공사,17613737000,3,,,
20211219368,해남군 노후 정수장 정비사업,8858706000,3,,,
20211220115,대전산업단지 완충저류시설 설치사업,15248631000,3,,,
20211222234,대구공항 여객터미널 증축 및 리모델링 공사,22726475000,2,,,
20211223541,"서산A간척지 재정비사업 6공구 토목,기계,건축공사",13792159000,2,,,
20211224632,인천도시철도1호선 검단연장선 수전선로공사,2105854000,3,,,
20211225185,(가칭)반송1유 신축공사,7610485000,3,,,
20211226909,대구대표도서관 건립 소방공사,2426840000,3,,,
20211228810,안산서초 1학년 교실 환경개선공사,78881000,3,71710000,87.745,69374100
20211230891,온천5호교 재가설(확장) 공사,38832529000,3,,,
20211231203,용성 대종리 마을하수도 정비사업,8231050000,3,,,
20211231426,수원화성오산축협 가축분뇨공공처리시설 설치사업,20926202000,3,,,
20211231932,운양도서관 건립공사(건축),16556868000,3,,,
20211232249,소암마을~대건고교간 도로개설공사,17858159000,3,,,
20211233099,시흥시 환경미화타운 재활용품 보관장 증설사업(건축 등),6477961000,3,,,
20211233872,"진주대첩 광장 조성사업(총괄,1차분)",17658487000,3,,,
20211233982,동이-우정간(농어촌도로 301호선) 도로확포장공사(1구간),12045000000,3,10950000000,79.995,9882288200
20211234260,삼정중학교 복합문화공간외 2개소 환경개선 공사 수의계약 견적서 제출 안내 공고,136229000,3,,,
20211235396,청년식품창업센터 건축공사,12434598000,2,,,
20211235461,군산항 항입구(신규지정항로) 준설공사,21912566000,2,20521909091,0,21217770000
20211235723,고온극복 융합연구동 신축공사(전기),550567000,2,,,
20211235745,고온극복 융합연구동 신축공사(통신),384041000,2,,,
20211236146,신안흑산중 기숙사 보수·보강공사,993729000,3,,,
20211236429,원주세브란스기독병원 외래센터 5층 항암주사실 설치공사(설비),43000000,3,,,
20211236563,무주설천심곡 옹벽 정비사업(위임국도 37호선),276980000,3,,,
20211237057,강서(서남권) 안전교육센터 신축공사(소방),549812000,3,,,
20211237304,(가칭)시화1유치원 신축공사,6536964000,3,,,
20211237343,영남일반산업단지 진입도로 개설사업,20633276000,3,,,
20211237587,가칭)검단1초등학교 신축공사(계속비),22444547000,3,,,
20211238058,의당 정안면 지방상수도 확충사업(1단계,20182641000,3,,,
20211238246,울산과학대학교산학협력단 공고 제2021-31호,80000000,2,,,
20211238676,여수구봉초등학교 병설유치원 화장실 개선공사,45500000,3,,,
20211238928,수원지방법원 광역등기국 신축공사(소방),934332000,2,796820000,0,814927262
20211239072,경기도수원월드컵경기장 2022년 천연잔디 연간 유지관리공사,396670000,3,360609491,87.745,348694498
20211239118,동아여고 장애인 편의시설공사 수의계약 안내 공고,49973000,3,,,
20211239139,창신대학교 교수연구실 및 강의실 냉난방기 설치,29070000,2,,,
