bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20231014322,두마~노성 지방도 확포장공사,109186000000,3,,,
20231117928,한국방송광고진흥공사 임원실 재구축 공사[건축],396990000,2,360900000,87.745,352819000
20231146987,동진2지구 배수개선사업 토목기계공사,11583487000,2,10699506364,0,9368913965
20231149038,영일만4 일반산업단지 조성공사,84013616000,3,,,
20231216772,군산전북대학교병원 건립공사,202745220000,2,,,
20231216943,안산국제비즈니스고 그린스마트 미래학교 리모델링공사(건축+기계+토목+조경),10268167000,2,,,
20231217787,논산공업고등학교 직업계고 학점제 공간재구조화 교육환경개선공사,60169000,3,,,
20231220433,"서부청소년시설 건립공사(건축,토목,조경,기계)",10964328000,3,,,
20231222830,해운대구 신청사 건립공사,52060871000,3,,,
20231224845,오포·도척 처리구역 하수관로 정비공사(장기계속),21364330000,3,,,
20231226608,배촌선 농어촌도로 확포장공사,6597851000,3,,,
20231226633,충주경찰서 청사이전 신축사업(건축공사),11072074000,2,,,
20231226796,노원중학교 특수학급 및 홈베이스 환경개선공사 수의견적 제출 안내 공고,110237000,3,100215454,87.745,96267118
20231228050,옥천경찰서 청사이전 신축사업(전기공사),1444007000,2,,,
20231228111,옥천경찰서 청사이전 신축사업(통신공사),854707000,2,,,
20231228221,옥천경찰서 청사이전 신축사업(소방공사),601734000,2,,,
20231228343,고촌3배수지 및 정수지 신설사업,19724649000,3,,,
20231229002,목포용호초 그린스마트스쿨 개축공사,4650930000,3,,,
20231229595,인문사회과학관 외 1개동 냉난방시설 개선 전기공사,87282000,2,,,
20231231065,위례 복합체육시설 건립 건축공사,18309621000,3,,,
20231231737,(가칭)화양1중 신축공사,19981030000,3,,,
20231232688,혁신지원사업 실험실습실(치위생학과) 구축 공사,496019798,2,,,
20231233591,(가칭)화양3초 신축공사,20292478000,3,,,
20231233700,학술정보관 2층 외부 광장 바닥 교체공사,25740000,2,,,
20231233946,국제학사 및 SK국제학사 로비층 환경개선공사 중 건축공사,502810000,2,,,
20231233966,국제학사 및 SK국제학사 로비층 환경개선공사 중 전기공사,146080000,2,,,
20231233976,국제학사 및 SK국제학사 로비층 환경개선공사 중 기계공사,234860000,2,,,
20231234552,정의관 대강당 공조시설 교체공사(전기),26257000,2,23870000,87.745,23096480
20231234896,장안읍 행정복지센터 건립공사(건축·토목·기계·조경),9520057000,3,,,
20231234977,광주 도시철도 2호선 2단계 10공구 건설공사,115433115000,3,,,
20231235899,예지원 외 1개동 노후창호 개선공사,384426000,2,,,
20231235948,사회복지법인 프리웰 테마형 매입임대주택 사업,6136995000,3,6136995000,85.495,
20231235956,광주 도시철도 2호선 2단계 7공구 건설공사,153337925000,3,,,
20231237792,옥천경찰서 청사이전 신축사업(건축공사),10882213000,2,,,
20231237837,산학협동연구관 노후 급탕설비 교체공사,32890000,2,,,
20231237863,가칭)선운2초등학교 신축공사,14539655000,3,,,
20231237968,안성여중 그린스마트스쿨 리모델링 공사,3935427000,3,,,
20231238281,전북대학교 소운동장 환경정비 공사,1725915000,2,,,
20231238318,고성중앙고 그린스마트 미래학교 본관동 개축공사,6181886000,3,,,
20231239344,오상고등학교 내진보강 및 시설개선공사,2951848000,3,2683498182,86.745,2573232534
20231239609,국제캠퍼스 무선 네트워크(WiFi) 증설 및 재설치 고도화 구축,493000000,2,,,
20231240157,항공우주산학융합원 항공실험실습동 증축 공사(건축),855099124,3,,,
20231240374,창녕옥야고 급식소 현대화공사 수의계약 안내 공고,280346000,3,,,
20231240668,대전중 그린스마트스쿨 조성 정보통신공사,901450000,3,,,
20231240789,대전중 그린스마트스쿨 조성 소방공사,326645000,3,,,
20231240921,전남여고 그린스마트스쿨 조성 개축공사,5913646000,3,,,
20231241130,전주솔내고 별관동 증축 전기공사,370002000,3,,,
20231241136,전주솔내고 별관동 증축 통신공사,91386000,3,,,
20231241145,양현고 식생활관 화재복구 통신공사,83483000,3,,,
20231241147,양현고 식생활관 화재복구 소방공사,44608000,3,,,
20231241246,순천월전중학교 도서관 공간혁신 리모델링 공사 수의 견적 제출 안내 공고,95051000,3,86410000,87.745,82990872
20231241391,분당서울대학교병원 교수동 증축공사 (통신),2090381000,2,,,
20231241401,본원 외벽 마감교체 및 환경개선공사,2649973000,2,,,
20231241460,분당서울대학교병원 교수동 증축공사(전기),3018887000,2,,,
20231241488,중앙도서관 전산망 광케이블 통신공사,8530000,2,7754545,87.745,7516930
20231241569,기숙사 급탕탱크 배관라인 부분 교체 공사(설비),18927700,2,17207000,87.745,16493615
20231241732,분당서울대학교병원 교수동 증축공사 (소방),1554600000,2,,,
20231241734,2022년 군산시 해중림 자연석 시설사업,293424000,3,,,
20231241938,"친환경선박 대체연료 추진시스템기자재센터 건립공사(건축, 토목, 기계)",1522897000,2,1258452005,86.745,1339750380
20231242067,서일문화예술고 내진보강 전기공사,137826000,2,,,
20231242425,스마트 농산물 유통센터(APC) 신축공사(건축공사),1818472000,2,,,
20231242668,경북대학교 상주캠퍼스 창의융합교육관 신축 기계소방공사,882566000,2,,,
20231242789,와부고 다목적 상담실 조성 공사 소액수의 견적 제출 공고,69302000,3,,,
20231242872,수원여자대학교 혁신지원사업 산업체 미러형 실습실 구축 전기공사(혁신지원_국고),144870000,2,131700000,0,43780000
20231242888,"분당서울대학교병원 교수동 증축공사(건축,토목,기계,조경)",16803693000,2,,,
20231242949,카지노 영업장 리모델링 소방 공사,2519406000,2,,,
20231242959,경상남도교육청 덕유학생교육원 석면철거공사 수의견적 제출안내 공고,122692000,3,111538182,87.745,109675410
20231243006,카지노 영업장 리모델링 전기 공사,1701360000,2,,,
20231243019,경상남도교육청 덕유학생교육원 석면해체 기타 전기공사 수의견적제출 안내공고,16192000,3,14720000,87.745,14365590
20231243042,카지노 영업장 리모델링 통신 공사,669183000,2,,,
20231243122,순천매산여자고등학교 구)프레스톤 가옥 보수공사(건축),278512000,3,,,
20231243169,원당배수지 및 송배수관로 건설 전기공사,1176515000,3,,,
20231243260,스마트 농산물 유통센터(APC) 신축공사(전기공사),449806000,2,,,
20231243269,화성시의회 청사 건립공사(소방),1887288000,3,,,
20231243296,한국교원대학교 자연과학관 석면제거공사(건축),438733000,2,,,
20231243316,전주 서부권 복합복지관 건립공사(건축),10394244000,3,10662882728,0,8671760000
20231243379,울진 해양치유센터 조성사업,18267286000,3,,,
20231243541,(가칭)동탄18초 신축공사,20392989000,3,,,
20231243597,"경남청 의령경찰서 이전 신축 공사(건축, 기계)",10827368000,2,,,
20231243642,"팽성(청담중) 국민체육센터 건립공사(건축,기계,토목,조경)",10818801000,3,,,
20231243952,2024년 도시공원 및 녹지 내 시설물 유지관리 공사,273122000,3,,,
20231244055,창조관 371호 화재복구 실내 건축공사,10295000,2,9359091,87.745,9091520
20231244091,가칭)선운2초등학교 신축 소방공사,1065891000,3,,,
20231244154,칠성초 모듈러교실 부대시설 전기공사(계속비) 수의견적제출 안내공고,33143000,3,,,
20231244155,"외솔관, 위당관 강의실(7실) 전자기기용 콘센트 설치 공사",20570000,2,,,
20231244285,(공사) 홍수취약지구 정비사업,9717969000,2,,,
20231244306,목감천 하천정비사업,145788008000,2,,,
20231244390,"공공임대형 지식산업센터 건립사업 건축공사(토목,기계,조경포함)",22120838000,3,,,
20231244411,"청원고등학교 청원관(체육관) 전면개선공사(건축,기계)",763399000,2,,,
20231244441,서해삼육초등학교 복도창호교체 및 예술교과교실 환경개선 공사,122936000,3,,,
20231244462,2023. 효성고 고교학점제 공간조성공사,540560000,2,,,
20231244474,장평중학교 그린스마트스쿨 리모델링공사,8852196000,3,,,
20231244571,호남삼육고 드라이비트해소 외벽교체공사,137452000,3,,,
20231244678,호남삼육고 맘편한 화장실 조성공사(건축),210554000,3,,,
20231244710,호남삼육고 맘편한 화장실 조성공사(기계),112629000,3,,,
20231244738,국제과학 비즈니스벨트 거점지구 인프라 구축사업 (소방),1072759000,2,,,
20231244742,호남삼육고 맘편한 화장실 조성공사(전기),60016000,3,,,
20231244769,본관 후면 출입문 및 진입로 구축공사(건축)[긴급],135297000,2,122997273,87.745,117931153
20231244881,2023. 효성고 고교학점제 공간조성 전기공사,98227000,3,,,
20231244910,율현초 도서관 공간재구조화 공사 소액수의 견적 제출 공고,211859000,3,,,
20231244937,본선송풍기 교체(2차) 기계공사,688258000,3,,,
20231245017,경진고등학교 직업계고 학점제 환경조성 공간혁신 건축공사,441287000,3,,,
20231245067,김포제일공업고 그린스마트스쿨 증개축 및 리모델링공사,13247495000,3,,,
20231245091,양주 은남 및 테크노밸리 통합 석면해체·제거공사,545747000,3,,,
20231245093,초고속 자가통신망 남부권역 구축공사,1774989000,3,,,
20231245125,초고속 자가통신망 북부권역 구축공사,1951193000,3,,,
20231245128,진천국가대표선수촌 골프훈련장 등 조성사업 소방공사,83119970,2,75563609,87.745,73040400
20231245131,의왕시 문화예술회관 건립 공사(기계),2277145000,3,,,
20231245157,공지천 연결숲 조성사업,573475000,3,,,
20231245250,퇴계교~태백교 연결숲 조성사업,842865000,3,,,
20231245262,신촌천 연결숲 조성사업,823024000,3,,,
20231245276,스포츠타운길 연결숲 조성사업,509012000,3,,,
20231245281,가축분뇨 처리시설 지원사업 설치공사,510900000,3,,,
20231245295,제석초등학교 일반교실 바닥교체공사 안내 변경 공고,45067000,3,40970000,87.745,39385246
20231245297,우두택지지구(사우로) 연결숲 조성사업,437574000,3,,,
20231245302,사곡고등학교 지능형과학실 구축에 따른 전기공사,57492000,3,52265455,87.745,51364300
20231245306,김유정문학촌 디딤확산숲 조성사업,316682000,3,,,
20231245320,춘천인형극장 무대기계장치 보수공사(전기),284612000,3,,,
20231245327,춘천예술촌 디딤확산숲 조성사업,190861000,3,,,
20231245332,대창고등학교 급식소 환기시설 개선 기계설비 공사,124126000,3,,,
20231245348,배봉산공원 야외무대 지붕 리모델링사업,78496000,3,,,
20231245365,대철중학교 교사동 마루수선공사,108370000,3,,,
20231245449,강동고등학교외 1교(농마고)환경개선 및 기타 전기공사,18777000,3,,,
20231245465,의성바이오밸리일반산업단지조성공사,9835086000,3,,,
