bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20220803294,기초과학연구원 본원2차 건립공사,79270836000,2,,,
20221015422,동계 신촌지구 마을하수도 설치공사,22954657000,3,,,
20221016859,곡성 석곡IC-겸면(2공구) 도로시설개량공사,61328686000,2,,,
20221018689,경기도융합과학교육원 북부(의정부) AI-SW 구축 전기 공사 소액수의 견적제출 공고,45397000,3,41270000,87.745,39475290
20221021193,경기도융합과학교육원 북부(의정부) AI-SW 리모델링 공사 소액수의 견적제출 공고,177171000,3,161064546,87.745,154327800
20221023904,(긴급) 경기도융합과학교육원(수원) AI-SW체험교실 구축공사,370981000,3,337255456,87.745,329023095
20221026094,광양항 배후도로 확포장공사,12396726000,3,,,
20221026120,금산읍 서남부지역 연결순환도로 개설공사,11785173000,2,10806200000,0,9991931000
20221026597,김포신곡중 냉난방기 개선 전기공사 소액수의 견적 제출 안내,150161000,3,,,
20221028733,곡성 석곡IC-겸면(1공구) 도로시설개량공사,45248021000,2,,,
20221033507,천일초 체육관 및 급식실 증축공사,4221778000,3,,,
20221034562,감계중학교 교사 증축공사,3055946000,3,,,
20221036391,"제2노인복지관 건립 건축공사(건축,토목,조경,기계)",14904809000,3,,,
20221036432,임진강 청사 재활용 사업(건축공사),1771020000,2,,,
20221100051,국도17호선 완주 운곡지구 통수단면 개선공사,5377809000,2,,,
20221100292,석전리 공영주차장 조성공사,5311474000,3,,,
20221100910,천천초 체육관 및 급식실 증축공사,4552363000,3,,,
20221100964,서태2지구 풍수해생활권 종합정비사업 토목공사(총괄분),14203068000,3,,,
20221101103,홍북초등학교 신설대체이전 신축공사,19219099000,3,,,
20221101516,약학대학 증축공사-건축,4807262000,2,,,
20221101599,마산고운초등학교 교사 증축공사,3431981000,3,,,
20221102771,국립환경과학원 화학제품연구동 증축 건축공사,7809947000,2,,,
20221103299,석우배수지 증설사업,14811311000,3,,,
20221103322,약학대학 증축공사-소방,365596000,2,,,
20221103608,"제조기술융합센터 신축공사(건축, 토목, 조경, 기계설비)",10297265000,3,,,
20221103723,무안국제공항 활주로 연장사업(토목),15813761000,2,,,
20221104320,풍덕천1구역 주거환경개선공사,7852740000,3,7307870000,0,6820977000
20221104356,이차전지 소재부품 시험평가센터 건립공사(건축공사/토목),6721654000,3,,,
20221104652,아산지구 국가관리방조제 개보수사업 시설공사,8839278000,2,,,
20221104698,김천시 장애인회관 신축공사,5189682000,3,,,
20221104838,전대지구 농업용수 수질개선사업 토목(기계)공사,4165466000,2,,,
