bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20230112559,과천시립요양원 건립 통신공사,603237000,3,,,
20230112565,과천시립요양원 건립 전기공사,1230426000,3,,,
20230114013,가현 자연재해위험개선지구 정비사업(총괄),13026855000,3,,,
20230124003,"안성시 가족센터 건립공사(건축,토목,조경,기계)",10813623000,3,,,
20230125924,2023년 신기항 어촌뉴딜 공통사업 전기공사,114878000,2,,,
20230127259,서부장애인복지관 건립공사,13089117000,3,,,
20230129836,인천항 스마트물류센터 신축공사,17170547000,2,,,
20230130076,제주시민회관 생활SOC복합화시설 건립공사,19518665000,3,,,
20230131213,(가칭)옥정1초등학교 신축공사,20344779000,3,,,
20230201169,전남과학고 미래형학습공간 구축공사,104104000,3,,,
20230201213,전남과학고 지능형 과학실 구축공사,143890000,3,,,
20230202704,"안동대학교 생명백신공학 강의동 증축 공사(건축, 토목)",2975696000,2,,,
20230202835,한국에너지공과대학교 캠퍼스 주거·연구·지원시설 전기공사,28564711000,2,,,
20230203279,한국에너지공과대학교 캠퍼스 주거·연구·지원시설 통신공사,12879644000,2,,,
20230203430,한국에너지공과대학교 캠퍼스 주거·연구·지원시설 소방공사,18121153000,2,,,
20230203475,대포동 도로확포장공사(지방도329호선),4978753000,3,,,
20230204183,[긴급]일산고 그린스마트 미래학교 개축 및 리모델링공사,11934478000,3,,,
20230206006,(가칭)옥정2중학교 신축공사,17421386000,3,,,
20230206193,군산의료원 급성기 진료시설 증축 건축공사,21682333000,3,,,
20230207197,인천계양 테크노밸리 공공주택지구 조성공사 3공구,40081710000,3,,,
20230208341,문화유산 과학센터 건립 공사,14604111000,2,,,
20230208399,홍농법성 하수관로 정비사업,15070654000,3,,,
20230211248,한강시네폴리스 국도48호선 연결로 확장공사(전기),656488000,2,,,
20230212371,문수산 주차장 조성사업,262500000,3,,,
20230212800,제주시농협 농산물직판장 및 금융점포 신축 기계설비공사,398783000,3,362530000,87.745,351286100
20230216142,명동길 보행환경보수 공사,100055000,3,,,
20230216929,군산시 소룡동 성원상떼빌경로당 증축공사(민간대행),199837000,3,,,
20230217198,남산청사 노후 소방설비 보강공사,57860000,3,,,
20230217259,문산중학교 별관증축 소방공사,456569000,3,,,
20230217268,안양공고 드론부사관과 리모델링 공사 소액수의 제출 안내,211431000,3,,,
20230217369,월출학생수련장 생활관 및 기타시설 보수공사,197529000,3,,,
20230218086,마산중학교 그린스마트 미래학교사업 교사동 철거공사,948226000,3,,,
20230218336,2023년 도로 및 하수시설 긴급보수공사(단가계약),390000000,3,,,
20230218452,파주 삼릉 역사경관림 정비(3차) 사업,250402000,2,231300000,0,222897000
20230218844,안양문화고 체육관 바닥교체공사,73980000,3,,,
20230218965,석포리(868번지 일원) 구거정비공사,87613000,3,,,
20230219042,고추건조장 스팀 매설배관 일부 보수 공사,50340000,3,,,
