bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20210315059,국도5호선 신림-판부2 도로건설공사,28281651000,2,,,
20210316567,한밭대학교 창의 혁신 실습관 신축공사(통신),414642000,2,,,
20210317366,창업·일자리종합지원센터 건립공사(건축),5439605000,3,,,
20210320151,신동정수장 현대화사업,11984623000,3,,,
20210323650,"서산 테크노밸리 국민 체육센터 건립공사(건축,토목,조경,기계)",6831697000,3,,,
20210324024,체외진단지원센터 신축공사,5331081000,3,,,
20210324378,체외진단지원센터 통신공사,356525000,3,,,
20210326441,충주기업도시 공공폐수처리시설 2단계 증설사업,10212991000,3,,,
20210326975,"실험실 및 부대시설 건설공사(토목, 건축 등)",5727057000,2,,,
20210327875,내장산리조트연결도로조성공사(장기계속공사),18305104000,3,,,
20210329661,파주 무대공연종합아트센터 건립공사,19458059000,2,17973660000,0,16202554000
20210332518,2021년 목포항 및 흑산도항 부잔교시설 유지보수공사,1481386000,2,,,
20210332574,안정리 마을관리센터 건축공사,962529000,3,875026365,87.745,854692000
20210332900,체외진단지원센터 전기공사,900456000,3,,,
20210333396,체외진단지원센터 소방공사,597474000,3,,,
20210334732,감암 재해위험개선지구 정비사업,7576398000,3,,,
20210335507,인천광역시 부평구 굴포천 생태하천복원사업,32636998000,3,,,
20210335657,과천청사 1~2동 기계실 노후 전력시설물 교체 공사,170138000,2,,,
20210335895,국도31호선 석항1터널(상행) 조명시설 교체공사,1122982000,2,,,
20210335910,국도31호선 석항1터널(하행) 조명시설 교체공사,1431886000,2,,,
20210335954,청주시 국도대체우회도로(북일-남일1)소방전기공사,4815033000,2,,,
20210336642,국립소록도병원 제2기숙사 보강공사,1141837000,2,,,
20210336707,2021년 식품가공실습관 석면건축자재 교체공사,571889000,2,,,
20210337378,중구 유천2지역 도시침수 대응사업,21590624000,3,,,
20210337990,청풍리조트 객실 리모델링 공사(전기공사),1091508000,2,992280000,86.745,953089916
20210338161,청풍리조트 객실 리모델링 공사(정보통신공사),316305000,2,287550000,87.745,279047150
20210338220,청풍리조트 객실 리모델링 공사(소방공사),53207000,2,48370000,87.745,47091680
20210338289,신안산선구간 열수송관 이설 천공 및 차단공사(1구간),613800000,5,,,
20210338464,신안산선구간 열수송관 이설 천공 및 차단공사(2구간),613800000,5,,,
20210338572,화훼과 퇴비사 확장공사,149908000,2,,,
20210338996,박물관 외 1개동 내진보강공사,849719000,2,,,
20210339605,화산공원 어은터널 상단부 경사지 복구 사업,239932000,3,,,
20210339935,간동정수장 증설 및 오음상수도시설공사 제3가압장 설치공사,288310000,3,,,
