bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20240905201,2024학년도 충암초등학교 교문 및 통학로 환경개선공사,118820000,2,108018182,87.745,104392270
20240923302,고아초등학교 늘봄교실 및 돌봄교실 실내건축공사,33429000,3,30390000,87.745,29655100
20240928118,고색2지구 공원 및 공공공지 조성공사,4526758000,2,4115234546,86.745,3950359380
20241003553,대창고등학교 그린스마트스쿨(리모델링 및 개축) 내진보강 전기공사,738045000,3,670950000,87.745,651305600
20241004150,대창고등학교 그린스마트스쿨(리모델링 및 개축) 내진보강 기계설비공사,258905000,3,235368442,87.745,230532800
20241004664,대창고등학교 그린스마트스쿨(리모델링 및 개축) 내진보강 정보통신 공사,314798000,3,286180000,87.745,280599900
20241004698,대창고등학교 그린스마트스쿨(리모델링 및 개축) 내진보강 소방공사,214786000,3,195260000,87.745,190099020
20241007143,서울신정초등학교 늘봄교실 조성 공사 전자 입찰,270567000,3,245970000,87.745,238114480
20241013392,창원교도소 이전 신축 전기공사,12074659000,2,11153300000,0,9592620937
20241013767,서울치현초등학교 꿈을담은교실 환경개선공사,208735000,3,189759091,87.745,186443000
20241015239,거창 첨단일반산업단지 조성,27883700000,3,,,
20241016760,구암 60+ 리모델링 사업 기계설비공사,93540000,3,85036364,87.745,82903000
20241017475,충주의료원 장례식장 빈소 가족실 리모델링 공사 소액수의 견적입찰 공고,52668000,3,47880000,87.745,46268560
20241019451,용인외대부고 냉난방기 교체 전기공사,252120000,3,229200000,87.745,225517174
20241025421,"다목적체육시설 건립공사(건축, 타절 후 잔여공사)",13024828000,3,,,
20241026679,음성군청 통합별관 건립공사(건축),11408259000,3,,,
20241026873,전북하이텍고등학교 시청각실 환경개선 공사 수의계약 견적제출 안내공고,129640000,3,117854546,87.745,114236000
20241029079,곤지암2 외 3개소 처리구역 하수관로 정비공사,19889596000,3,,,
20241032191,부산사상우체국 건립 전기공사,1746744000,2,,,
20241032427,성남시 박물관 건립공사,22436872000,3,,,
20241033157,용인외대부고 냉난방기 교체 기계설비공사,110280000,3,100254546,87.745,96649135
20241033948,경남권 공공어린이재활병원 건립사업 증축공사(기계),2836397164,2,,,
20241033989,(가칭)하남시 어린이회관 건립 건축공사,8597602000,3,,,
20241034115,대합지구 하천재해예방사업,22387158000,3,,,
20241034153,경남권 공공어린이재활병원 건립사업 증축공사(전기),2409295280,2,,,
20241034332,평대 자연재해위험개선지구 정비사업,10325197000,3,,,
20241034688,경남권 공공어린이재활병원 건립사업 증축공사(통신),1243925681,2,,,
20241034990,모동지구 풍수해생활권 종합정비사업 토목·건축·기계공사,31513751000,3,,,
20241035037,경남권 공공어린이재활병원 건립사업 증축공사(소방),1534296272,2,,,
20241035208,김녕지구 풍수해생활권 종합정비사업,18479129000,3,,,
20241035312,"다사, 화원, 가창지역 노후관로 정비공사[신기술.특허공법]",10289480000,3,9354072727,85.495,8822290000
20241036297,부산항 신항 서컨테이너터미널(2-6단계) 건축공사,21018140000,2,19107400000,0,18180560942
20241036536,삼척 수소특화 산업단지 조성공사,12465510000,3,,,
20241036595,2024년 율원중학교 영역단위 공간혁신사업 도서관 현대화  건축공사,146009000,3,132735455,87.745,127414122
20241036969,영암-덕진 지방도 확포장공사,17652277000,3,,,
20241100203,일산병원 건강 통합관리센터 건립공사(건축),50002198000,2,,,
20241100670,AI 기반 공정혁신 시뮬레이션센터 전기 공사,232359000,2,,,
20241101405,진주중앙고 학교공간혁신 및 도서관 환경개선 전기 공사 수의계약 안내 공고,137709000,3,125190000,87.745,121475591
20241101637,탄소저감반도체융합부품 기술지원센터 건축공사(건축),3540285000,3,,,
20241102551,양감 대양동천 호우피해 응급복구공사,114390000,3,103990909,87.745,100988100
20241102902,성주군 통합바이오 에너지화시설 설치사업,16047400000,3,,,
20241103256,(가칭)동진학교 신축공사(장기계속),31448915000,3,,,
20241104100,추계·동림·용인(주북리) 처리구역 하수관로 정비사업,17646875000,3,,,
20241104175,삼현여고 2024학년 겨울방학 천장교체공사 1차 변경,217173000,3,197430000,87.745,192376600
20241104201,2025년도 교통신호등 연간 유지보수공사(동남구),335484000,3,304985455,87.745,299673180
20241104223,2025년도 교통신호등 연간 유지보수공사(서북구),335484000,3,304985455,87.745,297737100
20241104263,삼현여고 2024학년 겨울방학 천장교체 관련 전기공사 1차 변경,75097000,3,68270000,87.745,66738850
20241104303,삼현여고 2024학년 겨울방학 천장석면해체공사 1차 변경공고,91762000,3,83420000,87.745,80459500
20241104694,배방유치원 조리실 환기시설 개선 기계설비공사 견적 제출 공고,129589000,3,117808181,87.745,114386000
20241105190,진주중앙고등학교 학교공간혁신 및 도서관 환경개선 통신 공사 수의계약 안내 공고,33517000,3,30470000,87.745,29425664
20241105448,봉화해성병원 소아청소년과 시설공사(리모델링)_긴급,165950000,3,150863636,87.745,147075000
20241105615,봉화 임대형 스마트팜 단지 스마트 온실 신축공사(긴급),15983634000,3,14530576517,79.995,13055678000
20241105626,수원구치소 대체복무생활관 증축공사,3198533000,2,,,
20241105796,조현 삼용지구 농어촌마을하수도 정비사업(토목 기계),13149619000,3,,,
20241106146,평택세관 마약견사 신축공사 (건축/토목/기계),519206000,2,472006000,87.745,459948292
20241106158,도순초 그린스마트스쿨 조성사업(계속비),4029667000,3,,,
20241107087,부산항공고 C동 실습실 환경개선사업 리모델링 건축 공사,798296000,3,,,
20241107283,하수도 중점관리지역(동천배수구역) 정비사업,12447294000,3,,,
20241107518,경륜경정총괄본부 네트워크 케이블 공사,147914000,2,,,
20241107756,다산정보관 노후 화장실 환경개선공사,460399000,2,,,
20241107929,사송복합커뮤니티 조성사업(총괄),16383808000,3,,,
20241108061,굴현 자연재해위험개선지구 정비사업,11067973000,3,,,
20241108086,귀농귀촌 웰컴팜 교육연구지원센터 건립공사(총괄분),4355765000,3,,,
20241108145,안곡초등학교 늘봄교실 조성공사 소액수의 견적 제출 안내 공고,68624000,3,62385455,87.745,60833540
20241108307,미래항공기체 실증센터 신축공사 (통신),388687000,3,,,
20241108366,병암지구 배수개선사업 토목공사,4865658000,2,,,
20241108412,미래항공기체 실증센터 신축공사 (전기),1464088000,3,,,
20241108436,미래항공기체 실증센터 신축공사 (소방),398102000,3,,,
20241108516,화흥포항 호안 및 방파제 축조공사,17218123000,3,,,
20241108522,목포항 연안여객부두 개축공사,6244362000,2,,,
20241108763,서남초 급식시설 현대화사업 건축공사 입찰 공고,528727000,3,480660909,87.745,469844000
20241108823,정원소재실용화센터 건립공사(건축),5281653000,2,,,
20241108907,지방도408호선 무이~생곡간 도로확포장공사,43459480000,3,,,
20241109262,군산대정문 바닥형 보행신호등 신설 및 교통신호기 정비 공사,114620000,3,104200000,87.745,102670079
20241109463,강원형 공공임대주택(홍천북방) 건축공사,13120172000,3,,,
20241109864,국립청주박물관 디지털문화관 건립 전기공사,541771000,2,,,
20241109887,청산초·중 본관동 미래형통합운영학교 증축 전기공사,765960000,3,,,
20241110038,"한국공학대학교 TIP생활관(11층, 15층) 환경개선 건축공사",96000000,2,,,
20241110267,코스콤 안양데이터센터 신축 통신공사,5144000000,2,,,
20241110319,한국국토정보공사 강원지역본부 구사옥 리모델링 전기 공사,404053000,2,,,
20241110333,한국국토정보공사 강원지역본부 구사옥 리모델링 통신 공사,214273000,2,,,
20241110448,진경여고 체육관 수선공사,239922000,3,218110900,87.745,211894600
20241110452,부산대 부설 특수학교 신축 소방공사,2191775000,2,2024546108,0,1925853097
20241110575,울산아동보호전문기관 4층 상담실 및 교육실 조성 공사,58673275,3,,,
20241110971,동산초 조리실 환기개선 전기공사 수의계약 안내 공고,22132000,3,20120000,87.745,19574700
20241111412,수원구치소 대체복무생활관 증축공사 통신공사,320389000,2,,,
20241111422,서울소년분류심사원 여위탁 전담시설 리모델링 공사,2135939000,2,,,
20241111431,의왕도시공사 사옥 건립 공사 (전기),1136245000,3,,,
20241111510,산노리 자연문화예술촌 조성사업[계속비],8980666000,3,,,
20241111512,나라키움 천안통합청사 신축사업 건축공사,16405977000,2,,,
20241111845,대전도시철도 2호선 2공구 건설공사,27027962000,3,,,
20241111895,제1정수장 고도정수처리시설 전기 및 계측제어공사,1998131000,3,,,
20241112026,철산중학교 학생자치회실 및 Wee클래스 환경개선 공사,91884000,3,83530910,87.745,80467349
20241112027,"수소환경 소재부품 기업지원센터 신축공사(건축, 토목, 조경, 기계)",9017842000,3,,,
20241112030,공대6호관 후면 녹지공간 정비공사(전기),41838000,2,,,
20241112095,경기국제통상고 노후 실습실 환경개선 건축공사(긴급),219279000,3,199344548,87.745,197554920
20241112112,[긴급] (가칭)동탄23초 및 학교복합시설(수영장) 신축공사,23609102000,3,,,
20241112147,메타융합관 2층 교수연구실 6개소 조성 공사(건축),98900000,2,,,
20241112285,"미래항공기체 실증센터 신축공사 (건축,기계,토목,조경)",8466204000,3,,,
20241112345,청사 화장실 개보수공사,379344000,3,,,
20241112388,진주중학교 급식시설현대화 및 환경개선공사,832173000,3,,,
20241112430,"인천대중예술고 다목적강당 및 공연실습장, 급식소 증축공사",8020525000,3,,,
20241112434,마산대학교 청강기념관  히트펌프 보일러 교체공사(변경공고),283000000,3,257272728,87.745,252788080
20241112467,합포고등학교 본관동 내진보강공사(중앙조달),971745000,3,,,
20241112568,성주초등학교 다목적강당 환경개선공사,1002551000,3,,,
20241112622,산호초등학교 다목적강당 환경개선공사,851460000,3,,,
20241112674,창원보호관찰소 청사 증축공사(건축),5657103000,2,,,
20241112717,[접근성평가]성은학교 노후 냉난방기 교체 전기공사,219105000,3,199186364,87.745,192785729
20241113042,구미초 교사동 천장설치공사(계속비),348279000,3,316617273,87.745,303839890
20241113123,상일중 도서관 새로고침 공사(건축) 소액수의 견적 제출 공고,167476000,3,152250909,87.745,147770597
20241113266,국립공주대학교 평생교육원 및 예술관 리모델링 공사,4105502000,2,,,
20241113646,"부래도 관광자원화사업(본섬, 진입공간) 조성공사",1343090000,3,,,
20241113694,가칭)주동유치원 신축 통신공사,488892000,3,,,
20241113696,"용이동 행정복지센터 건립공사(건축,기계,토목,조경)",13061391000,3,,,
20241113706,가칭)주동유치원 신축 전기공사,1264379000,3,,,
20241113719,남해군 다가치키움센터 건립공사(건축),3343867000,3,,,
20241113748,용천초 수영장 증축공사,8469262000,3,,,
20241113759,서광초 석면철거공사 제한입찰 공고,243187000,3,,,
20241113910,2021년 부안군 치도항 어촌뉴딜300사업 시설공사(공동작업장 및 파랑제어구조물),3770889000,3,,,
20241113998,대외협력관(숙소동) 환경개선 전기공사,405665000,2,,,
20241114036,대성리교육원 양궁체험장 및 인공암벽체험장 조성공사(건축),608145000,3,,,
20241114060,부산시립미술관 리모델링 정보통신공사,1175361000,3,1068510000,86.745,1040480939
20241114069,서상초등학교 본관동 석면철거공사,121473000,3,110430000,87.745,107288995
20241114152,수내교 전면개축 공사,27220287000,3,,,
20241114159,월하지구 배수개선사업 토목기계공사,7478949000,2,,,
20241114227,김천시 문화예술회관 리모델링 전기공사,718323000,3,,,
20241114258,신평고등학교 기숙사동 간이스프링클러 설치 및 기타공사,22610000,3,,,
20241114459,JOY공유대학 참여대학(제주관광대학교) 첨단 하이브리드 강의실 환경개선,166589000,2,,,
20241114462,오라초등학교 본관동 외부 도색 공사,172568000,3,156880000,87.745,153582830
20241114481,시도15호선 도로확포장공사(2구간) [전체분 및 1차분],4555658000,3,,,
20241114502,재능고 실험실습실개선 공사,240248000,3,218407273,87.745,211253344
20241114526,"한국공학대학교 TIP생활관(11층, 15층) 환경개선 기계공사",199100000,2,,,
20241114541,국민건강보험공단 밀양창녕지사 사옥 증축 소방 공사,171496000,2,,,
20241114664,평산초 석면해체 및 철거공사 입찰 공고,212432000,3,193120000,87.745,189525000
20241114677,부산시립미술관 리모델링 사업 전기공사,3749779000,3,3408890000,86.745,3309751000
20241114685,(가칭)복정1유 신축 전기공사,1315924000,3,,,
20241114734,대전도시철도 2호선 7공구 건설공사,20930186000,3,,,
20241114757,중복리 배수관로 확장사업,239180000,3,217436364,87.745,213329250
20241114775,경상국립대학교 동물실험센터 신축 건축공사(1차),8091858000,2,,,
20241114803,포천고 화장실(면암관 1층) 환경개선 공사,77965000,3,70877273,87.745,68474739
20241114808,광동고 정문 통학로 보수공사 소액수의 안내 공고,71109500,3,,,
20241114931,인천글로벌캠퍼스 학생기숙사 증축공사(건축),24231060000,3,,,
20241114948,대창고등학교 그린스마트스쿨 조성(리모델링 및 개축) 및 내진보강공사,5365712000,3,,,
20241115211,바데산자연휴양림(2단계)조성사업(소방) 견적제출안내공고,122823000,3,,,
20241115255,도서관 자료실 바닥보수 공사,410487000,2,,,
20241115257,포천 자연재해위험개선지구 정비사업,23401569000,3,,,
20241115281,순천세빛중학교 운동장 스탠드 보수공사 수의계약 안내 공고,171246000,3,155678182,87.745,151168300
20241115292,"2025년 광역시도(중구, 북구, 동구) 도로안전시설물 보수공사 단가계약",300000000,3,,,
20241115344,"2025년 광역시도(중구, 북구, 동구) 배수로 정비공사 단가계약",500000000,3,,,
20241115368,"2025년 광역시도(중구, 북구, 동구) 보도정비공사 단가계약",650000000,3,,,
20241115386,"2025년 광역시도(중구, 북구, 동구) 소규모 포장보수공사 단가계약",700000000,3,,,
20241115562,어린이창의교육관 전시관 스프링쿨러 설치 및 기타 소방공사,1018982000,3,948297274,0,891790830
20241115575,오도장암지구 수원공 수리시설개보수사업 전기공사,378213000,2,343830000,87.745,333366000
20241115622,부천지점 노후 CCTV 교체공사(통신),59776945,2,,,
20241115796,백동초 조리실 환기개선 기계설비공사 입찰 공고,233101000,3,211910000,87.745,204707452
20241115809,대전반석고등학교 선진형 교과교실제 구축 전기공사,166661000,3,151510000,87.745,146171390
20241115915,이곡중학교 석면철거공사,520201000,3,,,
20241116028,제주대학교 AI융복합관(학생학습) 및 교양동 환경개선 전기공사,1639036000,2,,,
20241116066,"서연중 체육관, 급식실, 학생식당 및 지하주차장 증축공사",14522169000,3,,,
20241116079,청량고 후관동 석면해체제거공사,120506000,3,109550910,87.745,105824498
20241116194,2024년 마산고등학교 고교학점제 대비 공간혁신 조성 공사,986423000,3,896748182,87.745,883574000
20241116247,주덕초 천장교체공사 입찰 공고,283987000,3,258170000,87.745,251531151
20241116263,서울영상고등학교 영상관 드라이비트 해소 공사,111108000,2,101007273,87.745,98357580
20241116271,4D바이오소재사업단바이오 GMP 생산동 대수선 공사 및 증축 공사,1829446000,2,,,
20241116344,국립괴산호국원 기계설비(냉난방) 개선공사,49280000,2,,,
20241116381,[긴급]부평동중 공간재구조화 증개축 전기공사(계속비),2547474000,3,,,
20241116411,주덕초 석면철거공사 입찰 공고,212850000,3,193500000,87.745,189367065
20241116442,SW마에스트로 연수센터 원상복구 공사,287893131,2,,,
20241116448,영일만산업단지 공업용수 공급사업(제2수원지 정수장 성능회복 개량공사),19599394000,3,,,
20241116465,건대 소규모 하수처리시설 및 하수관로 설치공사,15882636000,3,,,
20241116471,탄소순환센터건립사업(건축),6921554000,3,,,
20241116515,다산 자연재해위험개선지구 정비사업 토목건축기계공사,23780658000,3,,,
20241116530,충일중 석면철거공사 수의계약 견적제출 안내공고,147290000,3,133900000,87.745,130394300
20241116577,2024년 추기 경제수특용자원조림,13418000,3,,,
20241116599,충일중 천장교체공사 수의계약 견적제출 안내공고,207240000,3,188400000,87.745,183203000
20241116624,의정부공고 건설정보과 노후 실습실 환경개선 공사,134566000,3,122332728,87.745,118533856
20241116627,충주중앙초 본관 석면철거공사 수의계약 견적제출 안내공고,28237000,3,25670000,87.745,25378000
20241116679,2024년 숲가꾸기(솎아베기)사업 7차,142338000,2,,,
20241116690,4D바이오소재사업단바이오 GMP 생산동 대수선 공사 및 증축 공사(전기공사),242259000,2,,,
20241116711,합동연구동 신축공사(통신),533975000,2,,,
20241116748,서울신촌우체국 건립공사(건축+토목+기계)(장기계속계약)(긴급),1480880000,2,1373730000,86.745,1289798400
20241116835,충주중앙초 본관 천장교체공사 수의계약 견적제출 안내공고,75713000,3,68830000,87.745,66548535
20241116858,서벽 소규모공공하수처리시설 설치사업,11644102000,3,,,
20241116930,청라국제도시 심곡천 남단 주민편의시설 설치공사,52250000,3,,,
20241116975,제동지구 배수개선사업 토목건축공사,5085479000,2,,,
20241117033,국도5호선 삼마치터널 조명시설 교체공사,2381807000,2,,,
20241117037,경명여자고등학교 별관동 석면 철거에 따른 천장설치공사,40821000,3,37110000,87.745,35742700
20241117051,경명여자고등학교 별관동 석면철거공사,34364000,3,31240000,87.745,29973774
20241117159,합동연구동 신축공사(전기),1597829000,2,,,
20241117162,청년센터 신림동쓰리룸 공간조성 인테리어 공사,148723000,3,,,
20241117253,승강기 2식(장애인) 설치공사,2138400000,2,,,
20241117258,진주중앙고등학교 본관동 외1동(후관동) 화장실보수공사 수의계약 안내 공고,343871000,3,312610000,87.745,303987900
20241117273,청마로 외 1개소 하수관로 정비공사,205414000,3,,,
20241117293,진주중앙고등학교 본관동 외1동(후관동) 화장실보수 기계설비공사 수의계약 안내 공고,195661640,3,177874218,87.745,174080250
20241117305,진주중앙고등학교 본관동 외1동(후관동)화장실보수 전기공사 수의계약 안내 공고,72820000,3,66200000,87.745,63704884
20241117349,천안일봉유치원 조리실 환기설비개선 기계설비 공사,87734000,3,79758182,87.745,76633220
20241117354,2024년 갈매중앙로 가로띠녹지 보식공사,88972000,3,,,
20241117361,원광고등학교 기숙사 간이스프링클러 설치 소방공사,155248000,3,141134600,87.745,136720270
20241117390,제주대학교 AI융복합관(학생학습) 및 교양동 환경개선 통신공사,664069000,2,,,
20241117432,토평중학교 식당 리모델링 전기공사 견적제출 공고,83040000,3,75490909,87.745,73090000
20241117524,안의고등학교 환경개선 및 내진보강공사,334653000,3,304230000,87.745,295211400
20241117559,"공학1,6호관 리모델링 및 증축 기계공사(1차)",908900000,2,,,
20241117654,동남해농협 마늘우량종구 생산단지 육성 시범사업 건조(저장) 창고 설치,33000000,3,,,
20241117749,충화면 기초생활거점조성사업 철거공사,110836000,2,,,
20241117840,백주년기념관 옥상 방수 및 코킹공사,196570000,3,,,
20241117850,수원도시계획시설(중로3-233호선) 개설공사,270143000,2,,,
20241117859,대전반석고등학교 선진형 교과교실제 구축 정보통신공사,32461000,3,29510000,87.745,28937900
20241117892,수원출입국·외국인청 평택출장소 청사 신축 소방공사,359511000,2,,,
20241117957,제약산업미래인력양성센터 신축공사(건축),6263628000,2,,,
20241118024,동부초등학교 후관동 그린스마트미래학교사업 개축공사,5402955000,3,,,
20241118058,(입찰대행)포천 도시계획도로(소로2-포천14)정비사업,177920000,3,,,
20241118129,성성호수공원 하수처리수 물재이용시설 설치공사,14737019000,3,,,
20241118134,월피동 도시재생 범죄예방(CPTED) 시스템 구축 및 도로환경 개선사업,185348900,3,,,
20241118145,월성경로당 그린리모델링공사(건축기계),114798000,3,,,
20241118263,경상국립대학교 동물실험센터 신축 소방공사(1차),495413000,2,,,
20241118390,장연오가사면정비공사,97230000,3,,,
20241118440,농성초 석면 해체·제거공사 견적제출 안내공고,131192000,3,119265455,87.745,115906000
20241118441,석대지구 수리시설개보수사업 토목공사,1218789000,2,,,
20241118630,임실초 예술놀이터 조성 공사,69947000,3,63588182,87.745,62305200
20241118644,포천 디지털무역종합지원센터 인테리어 공사,116642000,2,,,
20241118646,"효양중 외 3교(장천초,송곡초,이황초) 석면제거 LED조명교체 통신공사(계속비)",40476000,3,,,
20241118658,가설건축물 축조 공사,229000000,2,208181818,87.745,
20241118687,2024년 숲가꾸기(무육간벌) 사업(기번26),51863916,2,,,
20241118733,공세항 물양장 보강공사,228080000,3,,,
20241118741,죽변항 이용고도화사업 진입로 주변정비공사,90700000,3,,,
20241118752,공세항 정비공사,117000000,3,,,
20241118757,서광초 천장보수공사 수의계약 안내공고,148875000,3,,,
20241118763,2024년 울진 산불피해지 추기복구조림사업((8지구 북 신화 1호지),35896000,3,,,
20241118772,서일초 꿈을 담은 도서관 설치 공사,188364000,3,171240000,87.745,164249227
20241118774,호원고등학교 통신시설 보수(방송선로 교체) 공사,220275000,3,200250000,87.745,197657621
20241118777,서광초 석면철거 전기공사 수의계약 안내공고,124839000,3,,,
20241118786,2024년 울진 산불피해지 추기복구조림사업(8지구 죽변 화성 1호지),41627000,3,,,
20241118799,2024년 울진 산불피해지 추기복구조림사업(8지구 북 사계 2호지),42877000,3,,,
20241118809,2024년 울진 산불피해지 추기복구조림사업(8지구 북 나곡 1호지),44691000,3,,,
20241118821,2024년 울진 산불피해지 추기복구조림사업(8지구 북 사계 1호지),41115000,3,,,
20241118825,2024년 울진 산불피해지 추기복구조림사업(8지구 죽변 화성 2호지),40866000,3,,,
20241118834,2024년 울진 산불피해지 추기복구조림사업(8지구 북 주인 1호지),44196000,3,,,
20241118876,서광초 석면철거 통신공사 수의계약 안내공고,14597000,3,,,
20241118899,창원예술학교 본관동 내진보강공사(중앙조달),751953000,3,,,
20241118907,진주중앙고등학교 본관동 외1동(후관동)화장실보수 소방공사 수의계약 안내 공고,6930000,3,6300000,87.745,6115991
20241118936,경정훈련원 모터보트 계류시설 보수공사,127922830,2,,,
20241118969,2024년 통합숲가꾸기사업(3구역),64825000,3,,,
20241118992,2024년 통합숲가꾸기사업(4구역),41198000,3,,,
20241119036,한국나노마이스터고등학교 조리실 환경개선 개선공사 수의계약 안내 공고,144881000,3,131710000,87.745,127775560
20241119056,2024년 통합숲가꾸기사업(5구역),65216000,3,,,
20241119069,2024년 통합숲가꾸기사업(6구역),43919000,3,,,
20241119085,2024년 통합숲가꾸기사업(7구역),49113000,3,,,
20241119127,기장시장 지하층 바닥정비(배수트렌치 교체) 공사,54950000,3,,,
20241119130,2024년 수리시설 개보수사업(부촌리 1127번지 일원 용수로),49506000,3,,,
20241119168,진주중앙고등학교 급식조리실 환기개선 전기 공사 수의견적 안내 공고,77418000,3,70380000,87.745,68017700
20241119231,범어고 복도중창 교체공사 수의계약 안내 공고,285540000,3,259581819,87.745,254712800
20241119262,고산서당 전통문화교육관 건립공사,6876147000,3,,,
20241119318,마산중학교 과학관 철거공사,618497000,3,559130000,0,556142500
20241119328,다부초등학교 돌봄교실 내진보강공사 수의계약 견적제출 안내공고,118118000,3,107380000,87.745,105332100
20241119395,2025년 상수도 긴급누수복구공사(3권역)(연간단가),220000000,3,200000000,87.745,194951000
20241119462,2025년 상수도 긴급누수복구공사(4권역)(연간단가),220000000,3,200000000,87.745,195072387
20241119484,하안미 농어촌마을하수도 증설사업(토목+건축+기계),11875540000,3,,,
20241119491,(긴급)국립호남권생물자원관 상습 침수구역 토목공사,157860000,2,143509091,87.745,139225000
20241119561,태화강 국가하천 시설물 정비공사,147090000,3,133718182,87.745,130216476
20241119630,농업기술센터 1층 중앙홀 리모델링 공사,79060000,3,71872727,87.745,69220440
20241119636,명지1동 신포마을(소1-55호선) 도로개설공사,92690000,3,84263636,87.745,82256550
20241119659,고현 보조운동장 진입로 및 배수로 정비공사,101774000,3,92521818,87.745,90042600
20241119687,서울대학교 관악학생생활관 920동 구조보강 공사,342658000,2,311507000,87.745,301396500
20241119703,불당동 기후대응도시숲 조성사업(하늘맞이공원 일원)공사,740245000,3,672950000,87.745,653761000
