bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20220317122,소화조(3계열 1단) 준설공사,88033000,3,80030000,87.745,77465600
20220410189,의정부민락초 교사동 실내 도색공사 소액수의 견적서 제출 안내 공고,159638000,3,145125454,87.745,139339900
20220437792,2022년 안도항 낚시관광형 다기능어항 건설공사,8619769000,2,,,
20220506813,여수 국가폐수 노후폐수관로 정비사업,30896352000,2,,,
20220511939,감포항 태풍피해 복구(배수로)공사,3805534000,2,,,
20220513702,묘산중학교 본관동 드라이비트 해소 공사 수의계약 안내 공고,35728000,3,32480000,87.745,31074000
20220513963,파주시상수도6단계확장사업(덕은배수지 건설공사),11397974000,3,,,
20220513981,거제중앙 하수관거 정비공사(2단계),21088941000,3,,,
20220514769,순창군 유기농산업복합센터 조성사업 건축공사,9030130000,3,,,
20220515707,순창군 유기농산업복합센터 조성사업 통신공사,248550000,3,,,
20220515909,순창군 유기농산업복합센터 조성사업 전기공사,922190000,3,,,
20220516210,순창군 유기농산업복합센터 조성사업 소방공사,1122262000,3,,,
20220517506,부안 복합커뮤니티센터 조성사업,6583025000,3,,,
20220518628,고성 광역 해양관광복합지구조성사업 토목건축공사,21529587000,2,,,
20220519469,평택마이스터고 교실 바닥교체공사 소액수의 견적제출 안내 공고,55068000,3,,,
20220520672,국도30호선 성주 벽진 가암지구 위험도로 개선공사,5548510000,2,,,
20220521846,국립농산물품질관리원 의령사무소 신축 공사,1426486000,2,,,
20220525126,전북교육청교육연수원 다목적 소극장 증축공사,4886901000,3,,,
20220525609,청계면 공공하수처리시설 증설공사,6468260000,3,,,
20220526315,보수동·영주동 일원 고지대 계단도로 정비공사(긴급),413033000,3,,,
20220527425,신창지구 수리시설개보수사업 토목.기계.건축공사,4616333000,2,,,
20220528307,"국화항 어촌뉴딜사업 토목, 조경부문 공사",5477535000,3,,,
20220529406,대학본부 환경개선 전기공사,277201000,2,,,
20220529512,[공고]남양초등학교 외 1교 화장실개선 및 기타 전기공사 견적제출 안내,53009000,3,,,
20220530348,[공고]남양초등학교 외 1교 간이스프링클러설치 소방공사 견적제출 안내,55286000,3,,,
20220530354,[공고]남양초등학교 화장실개선 및 기타공사 견적제출 안내,208791000,3,,,
20220530356,[공고]남양초등학교 화장실개선 기계설비공사 견적제출 안내,146168000,3,,,
20220530401,해남~대흥사간(2단계) 지방도 4차로 확포장공사,18394307000,3,,,
20220530404,목포대학교 체육관 및 약대 리모델링 기계설비공사,344659000,2,,,
20220530558,천안직산 도시첨단산업단지 진입도로 개설공사,6275302000,3,,,
20220530565,"2022년 기능보강 치매전담실 전환사업 공사(건축, 기계) 입찰공고",1100072000,3,,,
20220530658,"영천 생활밀착형 국민체육센터 건립사업(건축)(총괄, 1차)",8933492000,3,,,
20220531190,충북사대부고 별관 장애인편의시설 소방공사,18040000,2,16400000,87.745,15845480
20220531230,계룡중 창호교체공사 입찰 공고,254386000,3,,,
20220531461,"도래울고 특별실(급식실,도서실,컴퓨터실) 이중창 설치공사(주력:금속구조물.창호.온실공사)",85033000,3,77302728,87.745,74773966
20220531504,정선군립병원 병동 증축 건축공사,7488403000,3,,,
20220531750,국도2호선 장흥 평화교 시설물 보수공사,640787000,2,,,
20220532075,"창덕궁 대조전 및 희정당 관람환경 개선공사(건축,2차)",1646784000,2,,,
20220532243,광주광역시학생교육원 외부계단 보수공사 제한경쟁 입찰 공고,279400000,3,,,
20220532277,국도1호선 용수4교 교면포장 보수공사,2955516000,2,,,
20220532394,충북산과고 외 1교(옥천고) 포장 및 기타공사 전자입찰 공고,319561000,3,,,
