bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK00820226,"화성1,2송수관로 안정화사업(1송수 2구간)(1차)",8298623000,3,,,
R25BK00824022,청주시 무심천 분류식화 하수관로 정비사업 및 상수도 노후관 개량공사,33131954000,3,30831600000,,32527211505
R25BK00833161,조야~동명 광역도로 건설공사(2공구),75486298000,3,68227726089,,69333407746
R25BK00835038,서울면중초 그린스마트 미래학교 개축공사(장기계속-총차),10703249000,3,,,
R25BK00835165,청도천(청도지구) 하천재해예방사업,12104744000,3,,,
R25BK00836556,공음 하수관로 정비사업,8179520000,3,,,
R25BK00841726,추부지구 배수개선사업 토목기계공사,4976570000,2,,,
R25BK00843154,이동 자연재해위험개선지구 정비사업,18824643000,3,,,
R25BK00844131,국도14호선 아양지하차도 조명시설 개선공사,344892000,2,,,
R25BK00846582,"서울대학교 간호대 이전 및 공대(31,31-1,32동) 통합 재건축공사",56237598000,2,,,
R25BK00846699,목포해양경찰서 사격장 리모델링 공사(건축),57960000,2,52690910,87.745,50495576
R25BK00846975,봉서지구 저수지 준설사업,464699000,2,,,
R25BK00847887,백련지구 저수지 준설사업,552773000,2,,,
R25BK00849652,대전도시철도 2호선 3공구 건설공사,53604574000,3,54875118000,,51058893105
R25BK00850454,목동중앙북로16길 41~공항대로 620 외 2개소 사각형거 보강공사,1231170000,3,,,
R25BK00851039,"성리 농어촌마을하수도 정비사업（토목,기계,건축,조경)(총괄분,1차분）",9750536000,3,,,
R25BK00851166,충주시 중원산업단지 완충저류시설 설치사업,6583985000,3,,,
R25BK00852769,밀양 공공임대형 지식산업센터 건립사업,12184958000,3,,,
R25BK00853908,국도29호선 정읍 등 8개 시군 방호울타리 정비공사,408878000,2,,,
R25BK00854179,"가좌2지구 우수저류시설 설치사업(토목, 기계, 건축, 조경)",20867841000,3,,,
R25BK00855445,농기계임대사업소 분소설치(쌍림) 기반조성공사,74700000,3,,,
R25BK00855863,종합교육관 등 3동 냉난방기 교체 및 기타공사(기계),277640000,2,,,
R25BK00856412,더불어진인마을 환경개선공사 / 원내 바닥재 교체 및 내벽 도장 공사 외 2건,73500000,3,,,
R25BK00857722,금강수질측정센터-증축공사(전기공사),497052000,2,,,
R25BK00858333,2025 가축분뇨 공동자원화시설(개보수 및 설비)사업 공고,1223000000,3,,,
R25BK00858372,의원회관 터보냉동기 교체 기계공사,409338000,2,,,
R25BK00858993,국도43호선 보통교차로 개선공사(전기),400409000,2,,,
R25BK00859794,이천양정여고 공간재구조화사업 전기공사,3109822000,3,,,
R25BK00859826,이천양정여고 공간재구조화 개축 및 리모델링 소방공사 계약요청,1018010000,3,,,
R25BK00859922,국도23호선 고창 등 2개 시군 방호울타리 정비공사,1571697000,2,,,
R25BK00859970,신촌지구 우수저류시설 설치공사,11608574000,3,,,
R25BK00860196,동산면 원창(2) 농어촌마을하수도 건설사업,8301163000,3,,,
R25BK00860574,강원랜드 건축물 법정점검 보수공사,84988000,2,77261818,87.745,74836500
R25BK00861290,서울면중초 그린스마트 미래학교 개축 소방공사(장기계속),606921000,3,,,
R25BK00861555,동평공원 하부 공영주차장 조성사업,15466465000,3,,,
R25BK00861806,군장항 포장 등 유지보수공사,721164000,2,,,
R25BK00862299,어전지구 배수개선사업 토목건축기계공사 ,5688060000,2,,,
R25BK00862782,"합천읍 공공하수처리시설 증설사업（토목，기계，건축，조경)(총괄분, 1차분)",8655493000,3,7803000000,86.245,7589112380
R25BK00863006,월천-석창간 지방도 확포장공사,33904562000,3,31301063637,,32534833148
R25BK00863326,저온보관시설 확충을 위한 저장고 개보수 건축공사,1274453000,2,,,
R25BK00864071,중앙통제센터(실험동물자원동) 터보냉동기 교체공사,329120000,2,,,
R25BK00864118,완도군 군내지구 하수도정비 중점관리지역 침수예방사업,24376361000,3,,,
R25BK00864758,성산자원회수시설 소각로 및 부대시설 세정작업,41569000,3,,,
R25BK00865254,수원공고 창조관 외2개동 방화구획 개선공사,194937133,2,177215576,87.745,171298990
R25BK00865554,전곡 공공폐수처리시설 감시제어설비 교체 공사,179004000,3,,,
R25BK00866096,정곡 문곡마을 노후소규모수도시설 개량사업,213300000,3,193909091,89.745,191543000
R25BK00866247,대구소프트웨어마이스터고 공간재구조화 및 기숙사 증축공사(장기계속),15314953000,3,,,
R25BK00866496,2025년 가야산 무장애탐방로 정비공사,83100000,2,,,
R25BK00866537,봉정암 공중화장실 정비공사(건축),351536136,2,,,
R25BK00866644,[한국해비타트] 2024 LH 세대공감 나눔+ 서로마을 리모델링 공사(건축),265210000,3,,,
R25BK00866789,부곡근린공원 등 7개소 병해충 방제공사,24860000,3,,,
R25BK00866963,경북대학교 상주캠퍼스 8호관 냉난방시설개선 기계설비공사,77954000,2,,,
R25BK00866979,함양경찰서 장애인승강기 설치 공사,252230000,2,,,
R25BK00867084,울릉초등학교 교직원관사 1동 환경개선 정보통신공사,54496000,3,,,
R25BK00867290,2025년 조림지가꾸기사업(구례지구-1차),52559000,3,,,
R25BK00867299,2025년 조림지가꾸기사업(문척지구-1차),48933000,3,,,
R25BK00867316,2025년 조림지가꾸기사업(간전지구-1차),46288000,3,,,
R25BK00867332,2025년 조림지가꾸기사업(토지지구-1차),52660000,3,,,
R25BK00867352,2025년 조림지가꾸기사업(산동지구-1차),69768000,3,,,
R25BK00867407,2025년 조림지가꾸기사업(산동용방지구-1차),49104000,3,,,
R25BK00867743,2025년 임도시설사업(구조개선_흥정),182131000,2,,,
R25BK00867771,"로봇수술실 설치공사(건축,기계)",411850000,2,,,
R25BK00867818,헌법재판소 본관 공간 재배치공사(건축),91203000,2,,,
R25BK00867839,충남형 스마트팜 사관학교 고도화사업 건축공사,95280000,3,,,
R25BK00867856,"중구 청소년 문화의 집 리모델링 공사 (건축, 기계)",575520000,3,523200000,87.745,511116370
R25BK00867944,2025년 해양과학기지 시설공사,793972000,2,,,
R25BK00868245,태안 반다비 체육센터 건립공사(전기),682385000,3,,,
R25BK00868282,인천중동우체국 건립 소방공사,520816000,2,466267657,87.745,462120000
R25BK00868569,경주 주사암 영산전 석조삼존불좌상 영산전 보수공사,133000000,3,,,
R25BK00868617,2025년 강릉산림항공관리소 전기설비 교체 공사,72330000,2,65754545,87.745,63175000
R25BK00868663,[공사] 2청사 중앙인체자원은행 로비 환경개선 공사,52000000,2,,,
R25BK00868681,2025년 북한산도봉 원도봉3주차장 정비공사,106784000,2,,,
R25BK00868719,2025년 동해항 항만시설물 보수보강공사,457175000,2,,,
R25BK00868727,일곡지점 전체 레이아웃 설비공사,91300000,2,,,
R25BK00868859,"파출소, 치안센터 친환경 천정재 설치 공사",38370000,2,,,
R25BK00868939,[한국해비타트] 2024 LH 세대공감 나눔+ 서로마을 리모델링 공사(전기),31150000,3,,,
R25BK00869049,빛그린 국가산단 진입도로(광주방면) 건설공사,55899250000,2,,,
R25BK00869063,공사 수의계약 견적제출 안내 공고[임진물새롬랜드 오토캠핑장 보수공사],148219000,3,,,
R25BK00869110,공사 수의계약 견적제출 안내공고[한아름아파트 오수관로 공사],77715000,3,,,
R25BK00869342,아산 신창향교(서재 기단 및 지붕 보수 등) 정비공사,130160000,3,,,
R25BK00869601,2025년 지방도 유지관리 연간단가(운정교하),100000000,3,,,
R25BK00869807,(가칭)장현1초 및 학교복합시설 신축공사,25234857000,3,,,
R25BK00869877,부산동성고등학교 내진보강 및 기타 전기공사,53900000,3,,,
R25BK00869921,"생명과학2호관 5, 6층 석면철거 공사 ",176419000,2,,,
R25BK00869934,서울북부지방검찰청 비상대기소 호실 증설 공사,1078066000,2,,,
R25BK00870027,국립창원대학교 G-램프(LAMP)사업단 첨단나노과학기술연구소 공동 연구 공간 구축 공사(실내건축),99740000,2,90672728,87.745,87879184
R25BK00870125,장기동 대절토사면 보수보강공사,512050000,3,465500000,87.745,453336933
R25BK00870184,"생명과학2호관 5, 6층 석면철거 보수공사 ",259843000,2,,,
R25BK00870189,2025년 미세먼지저감 공익숲가꾸기 사업,199720000,3,,,
R25BK00870284, 2025년 유아숲체험원 정비공사,72479000,3,,,
