bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20221222623,목포내항 여객부두 건설공사,39493465000,2,,,
20221227934,문원청계마을 공영주차장 건설공사,9235444000,3,,,
20221237784,세종시 공공시설복합단지 조성공사(토목),18584468000,3,,,
20221238233,남원처리구역 하수관로 정비사업,19342358000,3,,,
20221242135,양주 은남일반산업단지 진입도로 건설공사,8598386000,3,,,
20221242858,성산포항 화물부두 확충공사,30646001000,3,,,
20221245463,시흥 스마트허브 하수관로 정비사업(3권역),13379031000,3,,,
20221245677,당인리 문화공간 조성 건축공사,53531570000,2,,,
20221247364,여의도중학교 도서관 등 환경개선공사 소액수의 안내 공고,160413000,3,,,
20230100723,함안군 석교천 생태하천복원사업,16750693000,3,,,
20230100771,금호강 중류 오수간선관로 설치공사,33485599000,3,,,
20230101285,치천 지방하천 정비사업,14609221000,3,,,
20230102652,7호선 고속터미널역 승강편의시설 설치공사(57공구),12002290000,3,,,
20230103056,경상북도 농업기술원 이전사업 시험연구포장 조성공사,54582686000,3,,,
20230103733,서울대학교반도체공동연구소 나노융합인력양성및산학협력센터 신관증축공사(건축외3),9295410000,2,,,
20230103834,정왕지역 배수본관 복선화사업,8976601000,3,,,
20230104343,(가칭)검단2고등학교 신축공사(계속비),25723046000,3,,,
20230104532,고려대학교 KU R&D센터 6층 학생 창업 스페이스 조성공사(건축),220000000,3,,,
20230104924,제2매립장(1단계) 조성사업 건설공사,117747535000,3,,,
20230104944,(가칭)운정1초 신축공사,22766849000,3,,,
20230105427,전동면 복컴 부속창고 공사,148303000,3,,,
20230105771,고려대학교 하나과학관 지하1층 학생자치공간 및 활동공간 조성공사(건축),176000000,3,,,
20230105960,서울공고 산업설비과 실습실 환경개선 공사 수의계약 견적제출 안내,175362000,3,159420000,87.745,154629600
20230106096,웅촌구초천교교량재가설공사,2779300000,3,,,
20230106129,익산 북부1처리분구 하수관로 정비사업,30380673000,3,,,
20230106549,거모동 일원 노후상수관로 교체공사,6770629000,3,,,
20230106944,경주 황룡사지 진입부 기단 정비공사,2058411000,3,,,
20230108009,보은다목적 종합운동장 조성사업,5371165000,3,,,
20230108172,HiVE사업 현장실무실습환경(식품영양학과) 구축 공사,125109532,2,,,
20230108379,"대구수성초 특별교실(컴퓨터실,무용실,교사연구실) 및 방과후돌봄교실 리모델링 공사 공고(긴급)",102522000,3,,,
20230108384,단밀2지구 수리시설개보수사업 토목공사,4184792000,2,,,
20230108418,(가칭)운정2초 신축공사,19008092000,3,,,
20230108425,화순항 어업지도선부두 및 진입도로 개설공사,37199649000,3,,,
20230108477,영사이언티스트 빌딩 건설공사(건축),14558728000,2,,,
