bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK00733703,(가칭)미사4고 신축 통신공사(계속비),1201490000,3,1092263637,86.745,1045463850
R25BK00751363,강화 교직원 공동관사 신축공사,12030088000,3,,,
R25BK00782628,홍릉초 그린스마트 미래학교 개축공사,17212007000,3,,,
R25BK00782986,푸드테크 연구지원센터 건립 공사,6305335000,3,,,
R25BK00791158,오천항 정비공사,32849709000,2,,,
R25BK00792978,둔포면 운용리 도로 긴급복구공사,150300000,3,136636364,89.745,137540951
R25BK00797621,가칭 산동중학교 신축공사,16872519000,3,,,
R25BK00797749,(가칭)화성시 독서문화공간 조성사업 공사(건축),10950022000,3,,,
R25BK00798827,정부대전청사 다솜어린이집 및 후생동 옥상 방수공사,234284000,2,,,
R25BK00798869,창원기계공업고등학교 실습동 및 부설기관 그린스마트 미래학교 개축 기계설비공사,3592685000,3,,,
R25BK00800722,한경국립대학교 평택캠퍼스 인학관 외단열마감재(드라이비트) 교체공사,5518071000,2,,,
R25BK00801830,노인요양시설 실버랜드 승강기 교체 공사,73100000,3,65790000,87.745,
R25BK00802169,가칭 산동초등학교 신축공사,17289988000,3,,,
R25BK00802210,덕전천 재해예방사업,16656051000,3,,,
R25BK00803002,장고도 수문 보수공사,26059000,3,,,
R25BK00803598,언양체육공원 조성사업,15870059000,3,,,
R25BK00805374,[긴급](가칭)공도1초중 통합운영학교 및 복합시설 신축공사 ,21291125000,3,,,
R25BK00805407,서울갈현초 그린스마트 미래학교 및 복합화시설 증개축공사(장기계속),32902446000,3,,,
R25BK00805429,부산정보관광고등학교 공간재구조화 리모델링 건축공사 입찰 공고,4941926000,3,4492660000,86.745,4264113620
R25BK00805823,주연길 도로확장공사,1119730000,3,,,
R25BK00806643,평화의광장·수변무대 판석교체 등 시설개선공사(조경·토목),9398148000,2,,,
R25BK00807782,군포초 공간재구조화 리모델링공사,7657134000,3,,,
R25BK00807785,2025년 금호종합사회복지관 목욕탕 철거 및 리뉴얼 공사 입찰 공고,45347500,2,,,
R25BK00808764,00지역 대형조립장 신축 공사,19082900000,2,,,
R25BK00808778,2025 연동·성당 배수펌프장 노후 전기설비 교체공사,74088694,3,,,
R25BK00808876,"2025년 임도구조개량사업(대문리, 원덕리)",186000000,2,,,
R25BK00808994,2025년 임도구조개량사업(방축리),123988000,2,,,
R25BK00809557,제주대학교 의과대학 1호관 환경개선 2차 기계공사,409992000,2,396450000,87.745,362391300
R25BK00810359,이가팔1리(시도29호선) 인도보수공사,106210000,3,96554546,87.745,93174000
R25BK00810732,영양소방서 비상대기시설 신축공사(전기),84315000,3,,,
R25BK00811023,청소년 꿈잡(JOB)기 체험센터 건립공사(건축),2296497000,3,,,
R25BK00811062,2025년 청라공원 녹지대 유지관리 공사,559614000,3,,,
R25BK00811316,양주중 외벽개선 및 방수공사 수의계약 안내 공고,211720000,3,,,
R25BK00811342,"탄현체육센터 건립공사(건축,토목,조경,기계)",12784572000,3,,,
R25BK00811511,단샘초 교실 증축 소방공사(계속비),161545000,3,146859091,89.745,145459603
R25BK00811525,전주만성초 외 1교(전주반월초) 방수 및 기타공사,150821000,3,,,
R25BK00811636,비봉습지 생물자원 보전시설 건립공사(건축),2392035000,3,,,
R25BK00811750,지도 광정 공공하수도 하수관로 정비사업,13082121000,3,,,
R25BK00811759,경남 진주 그린스타트업타운 조성 건축공사,12832988000,2,,,
R25BK00812096,국립아시아문화전당 예술극장 지상 바닥데크 교체 공사,432192000,2,,,
R25BK00812181,사회복지법인 계산원 승강기(승객용) 부품교체 공사 전자입찰 재공고,36000000,3,,,
R25BK00812214,구좌읍 한동리 본향당 진입로 개설사업 시행,154825000,3,,,
R25BK00812288,가칭 산동초등학교 신축 전기공사,1927420000,3,,,
R25BK00812326,가칭 산동초등학교 신축 통신공사,918952000,3,,,
R25BK00812349,삼동암리 제수문 옹벽 설치공사,61247000,3,,,
R25BK00812403,서천여자고등학교 3동 지붕방수공사,63772000,3,,,
R25BK00812423,상대원터널 입구 도로개선 공사,70100000,3,,,
R25BK00812453,박월지구 배수개선사업 토목공사,4106419000,2,,,
R25BK00812725,불정자연휴양림 노후 산막 리모델링사업 전기공사,48840000,3,,,
R25BK00812737,공도1초중 통합운영학교 및 복합시설 신축공사(소방공사),1807467000,3,,,
R25BK00812806,불정자연휴양림 노후 산막 리모델링사업 건축공사,168520000,3,,,
R25BK00812847,2025년 상반기 현수막 지정게시대 신규설치,44000000,3,,,
R25BK00812861,서구종합사회복지관 리뉴얼 공사,200538000,3,,,
R25BK00813142,현충사 주차장 정비공사,446836000,2,,,
R25BK00813148,현산 고현 배수지선관로 설치공사,143100000,3,,,
R25BK00813155,"축산 ICT 융복합 확산사업 자동급이기 및 급수기,사료빈관리기,환경관리기 등",1200000000,3,,,
R25BK00813163,계양천 산책로 쉼터 조성공사,68186000,3,,,
R25BK00813173,2025년 국립서울현충원 상수도관 교체공사,1012190000,2,,,
R25BK00813492,미수 수변산책로 보수공사,63480000,3,,,
R25BK00813498,사천초 외 21교 수목 병충해 방제작업 수의견적제출 안내 공고,83411000,3,,,
R25BK00813508,지방상수도 현대화사업 원격제어 감압밸브 설치공사(대치 59) 견적제출 공고(입찰대행),64935000,3,,,
R25BK00813559,2024년 공동주택관리지원사업(당진채운정우3차 석축 및 사면 보수공사)(입찰대행),47069000,3,,,
R25BK00813574,관산읍 천관산도립공원 편백숲 맨발길 조성사업,117010000,3,,,
R25BK00813629,보령시 농업농촌 RE100실증지원사업 마을회관 리모델링 공사(건축기계),339841000,2,,,
R25BK00813683,2025년 수도권 권역 수문조사시설 유지보수공사,632675000,2,,,
R25BK00813820,2025년 1지구 복합다기능부잔교 설치사업(약산 어두),40000000,3,,,
R25BK00814174,"2025년 상반기 소나무재선충병 위험목 방제사업(3차, 서부2지구)(2구역)",174261000,3,,,
R25BK00814182,"2025년 상반기 소나무재선충병 위험목 방제사업(3차, 서부1지구)(3구역)",148208000,3,,,
R25BK00814390,2025년 숲가꾸기사업(5차),46364000,2,,,
R25BK00814395,옥화자연휴양림 시설개선사업,88993000,3,,,
R25BK00814428,2025년 숲가꾸기사업(6차),56134000,2,,,
R25BK00814441,국계마을 앞들 용수로 정비공사 ,41620000,3,,,
R25BK00814478,2025년 숲가꾸기사업(7차),34505000,2,,,
R25BK00814650,2025년 서천 문헌서원 수해복구공사,132700000,3,,,
R25BK00814682,생연동 589-52번지 외 1개소 지장물 철거 공사,30470000,3,,,
R25BK00814756,군산남중 이전 신축공사,15596574000,3,,,
R25BK00814857,2025년 정책숲가꾸기사업 1권역,62548000,3,,,
R25BK00814883,신광면 복흥리 농로 확포장 및 옹벽설치공사,48690000,3,,,
R25BK00814912,2025년 어린나무가꾸기사업(강북1지구),48758000,3,,,
R25BK00814924,2025년 정책숲가꾸기사업 2권역,57690000,3,,,
R25BK00814947,2025년 정책숲가꾸기사업 3권역,59601000,3,,,
R25BK00814964,2025년 정책숲가꾸기사업 4권역,61495000,3,,,
