bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20240722394,창원교도소 이전 신축공사,129544289000,2.0,116087383637,0,126503863000
20240738078,[긴급]포항흥해공업고등학교 특별실 환경개선  공사,79752000,3.0,72501818,87.745,
20240738314,남신초 관사 보수공사 수의견적 공고,34440000,3.0,31309091,87.745,30312820
20240805356,사천(풍산지구) 지방하천 정비사업,10640861000,3.0,,,
20240805531,국립수목원 난대온실 신규조성 공사,11785586000,2.0,,,
20240809252,대연평 공공하수도 건설사업 시설공사,16775448000,2.0,,,
20240810181,광주공고 수위실 증축 및 옥상방수공사 제한경쟁 입찰 공고,1007886000,3.0,916260000,87.745,891452900
20240812001,(가칭)운정3고 신축공사,20651972000,3.0,,,
20240812449,(가칭)명지1고등학교 교사신축공사(계속비공사),24698476000,3.0,,,
20240813737,지명고 본관동 개축공사,4991599000,3.0,,,
20240813846,공립 광양 소재전문 과학관 건립 통신공사,611776000,3.0,,,
20240813897,공립 광양 소재전문 과학관 건립 전기공사,1557809000,3.0,,,
20240813933,(가칭)에코4유치원 교사신축공사(계속비공사),12805471000,3.0,,,
20240816421,"원흥복합문화센터 건립공사(건축,토목,조경,기계)",16660485000,3.0,,,
20240817160,중구 복지누리 반다비 체육센터 건립공사,19618259000,3.0,,,
20240817287,섬진강 적성2지구 하천환경정비사업,28229094000,2.0,,,
20240817858,대전둔곡 A-4BL 아파트 건설공사 1공구,158810007000,2.0,153532548000,0,147291006220
20240817927,성남중원 행복주택 및 공영주차장 건설공사 1공구,77855304000,2.0,74830994000,0,76307493547
20240818873,구포도서관 공간 재구조화 및 온라인 교수학습공간 구축 공사,203261000,3.0,184782728,87.745,177581068
20240819248,시흥하중 A-1BL 공동주택 건설공사 1공구,147399531000,2.0,,,
20240819325,한림공업고등학교 그린스마트스쿨 조성사업,5783200000,3.0,,,
20240819692,광명경찰서 신축공사[건축],16673207000,2.0,,,
20240820038,여산 자연재해위험개선지구 정비사업,9709620000,3.0,,,
20240820441,교리지구 풍수해생활권 종합정비사업,16535627000,3.0,,,
20240820455,황룡강 황룡2지구 하천환경정비사업,10179058000,2.0,,,
20240820474,4·16 생명안전공원(가칭) 건립공사(통신),1291283000,3.0,,,
20240821478,구이초 본관동 그린스마트스쿨 개축 통신공사,122480000,3.0,111345455,87.745,108177950
20240821496,구이초 본관동 그린스마트스쿨 개축 소방공사,78772000,3.0,71610909,87.745,69579470
20240821985,한동초등학교 교문진입로 확장 및 응원석 이전 설치 공사,171456000,3.0,155869091,87.745,153129000
20240822329,춘천 수소교통복합기지 액화수소 충전소 건축공사,1485145000,3.0,,,
20240822669,평택축협 가축분뇨공공처리시설 설치사업,18184301000,3.0,16531182727,79.995,14622660402
20240822943,가칭 사랑유치원 신축공사,9104083000,3.0,,,
20240822961,청주지북 B-1BL 및 영동황간 아파트 건설공사,251054761000,2.0,242047176000,0,232756662000
20240823195,덕동물재생센터 최종침전지 약품투입시설 개선공사,42900000,3.0,39000000,87.745,38143713
20240823248,국민대학교 조형관 별관 환경개선공사,736563556,2.0,669603233,87.745,655395473
20240823422,서산 가야산 자연휴양림 조성사업(건설공사),6431682000,3.0,,,
20240823524,코스콤 안양데이터센터 신축 전기공사,15013000000,2.0,,,
20240823769,광명경찰서 신축공사[통신],1513400000,2.0,,,
20240823858,석산저수지 안전점검에 따른 보수공사,73927920,3.0,,,
20240823868,의정부우정 A-1BL 아파트 건설공사 1공구,123157807000,2.0,,,
20240823921,한국폴리텍대학 충남캠퍼스 복합관 증축 공사(건축),5862118000,2.0,,,
20240824146,구이중 별관동 그린스마트스쿨 통신공사,104148000,3.0,94680000,87.745,91900000
20240824150,구이중 별관동 그린스마트스쿨 소방공사,99166000,3.0,90150909,87.745,86790507
20240824212,가현천 생태환경 개선사업(2단계),3439689000,3.0,3126990000,86.745,3000041330
20240824252,산동~상덕 간 지방도 확포장공사,42295654000,3.0,,,
20240824430,가사문학면 기초생활거점조성사업 통신공사,88440000,2.0,,,
20240824556,"안중출장소 건립공사(건축,기계,토목, 조경)",50735473000,3.0,,,
20240824569,동육항 어촌신활력증진사업 토목공사,3675698000,2.0,3341543637,86.745,3197373720
20240824749,소아중환자실 신설공사(기계),182191800,2.0,169009897,87.745,167010000
20240824780,소아중환자실 신설공사(건축),164616480,2.0,152705455,87.745,151020000
20240824969,중앙근린공원 통합주차장 조성사업 전기공사,1186106000,3.0,,,
20240825013,시흥하중 A-4BL 공동주택 건설공사 2공구,136616393000,2.0,,,
20240825044,중앙근린공원 통합주차장 조성사업 통신공사,810966000,3.0,,,
20240825131,(가칭)세교2-2고 교사신축 통신공사,943210000,3.0,,,
20240825182,청주교육대학교 숲 조성사업,282660000,2.0,256963636,87.745,247680000
20240825187,혁신기술 제조창업 공유공장 건축공사(전기),1803727000,3.0,,,
20240825257,광선초 다목적체육관 증축 소방공사,35727000,3.0,32479091,87.745,31464490
20240825343,대구연호 A-2BL 아파트 건설공사 1공구,73012468000,2.0,,,
20240825378,광선초 다목적체육관 증축 전기공사,189873000,3.0,172611819,87.745,167887730
20240825665,가칭)대련초등학교 교사신축 전기공사,3195978000,3.0,,,
