bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK01118301,경남도립거창대학 생활관 신축공사(전기),1145527000,3,1041388182,88.745,1028244900
R25BK01118358,경남도립거창대학 생활관 신축공사(소방),648681000,3,589710000,89.745,581998240
R25BK01118471,경남도립거창대학 생활관 신축공사(통신),767512000,3,697738182,89.745,688621910
R25BK01126627,신림지구 배수개선사업 토목공사,5674138000,2,,,
R25BK01137320,창평마을 농로 재해복구공사,107890000,3,98081818,89.745,97119592
R25BK01137350,창평마을 농로(2) 재해복구공사,137180000,3,124709091,89.745,123434000
R25BK01140803,"영동군 설계 외 3개소 하수관로 정비사업(토목,기계)",10908117000,3,,,
R25BK01142195,2025년 스키장 노후배관 교체공사,2195881000,2,,,
R25BK01144954,"괘법, 감전권 동서이음길 종합정비사업(2차)",1904458000,3,1731325455,88.745,1699659800
R25BK01146489,대로1-6호선(용강지구~용강정수장) 개설공사 ,35871960000,3,34376175455,,
R25BK01147090,경북대학교 신약개발센터 신축공사,12656313000,2,,,
R25BK01148095,노원초 학교단위 공간혁신 개축 통신공사(장기계속),927325000,3,,,
R25BK01148457,문정고 교사동 화장실 및 바닥 개선 공사,2735122000,3,,,
R25BK01148662,(가칭)에코6초등학교 교사신축공사(계속비),19037083000,3,,,
R25BK01148820,구례중앙초 그린스마트스쿨 본관동 개축공사,5034601000,3,,,
R25BK01149030,연화초등학교 조리실 환기설비 개선 기계설비공사,203907000,3,185370000,89.745,183720680
R25BK01149590,울산수협 냉동공장 시설개선사업 공사,1050843000,2,,,
R25BK01151469,설천중학교 옹벽설치 및 기타공사(계속비),550963000,3,,,
R25BK01151756,전라남도교육청 영암도서관 신축(이설)공사,10186781000,3,9296450000,87.995,9080600000
R25BK01151810,회화 하수처리구역 하수관로 정비사업,15330566000,3,,,
R25BK01151820,회화 하수처리시설 증설사업,9136791000,3,,,
R25BK01152243,관산 고읍지구 자연재해위험개선지구 정비사업,16708642000,3,,,
R25BK01152292,연화초등학교 조리실 환기설비 개선 전기공사 ,36152000,3,32865455,89.745,32729093
R25BK01152387,마산여자고등학교 옹벽보수공사,580562000,3,,,
R25BK01152587,홍성종합터미널 주변 도시침수 예방사업,19003747000,3,,,
R25BK01153501,융복합 특수영상콘텐츠 클러스터 조성사업,53918856000,3,,,
R25BK01153931,"양평군 처리구역 하수관로 정비사업 3단계(토목,기계)",23965416000,3,,,
R25BK01154756,그랜드호텔 및 마운틴콘도 환경개선 전기공사,15473963000,2,14293011819,,
R25BK01154813,옥계동부초등학교 온자람공간만들기 및 기타 환경개선공사,198858000,3,180780000,89.745,178332690
R25BK01155163,남성여자고등학교 내진보강 및 기타공사,1828629000,3,1662390000,88.745,1632395641
R25BK01156371,부천 성골지구 도시개발사업 단지조성공사,5988694000,3,,,
R25BK01156978,영남삼육고등학교 기숙사 스프링클러설치 소방공사,746212000,3,676001780,89.745,668422460
R25BK01157152,부산대학교 첨단의생명융합센터 증축 건축공사,4981271000,2,,,
R25BK01157338,장흥향원중 그린스마트스쿨 개축공사,8311946000,3,,,
R25BK01157545,원화~효산간(2공구) 지방도 확포장공사,12527875000,3,,,
R25BK01157568,송우천2 소하천 정비사업,2740100000,3,,,
R25BK01157881,대구대청초등학교 영역단위 공간혁신사업 공사 수의계약 안내공고,34364000,3,31240000,89.745,31168090
R25BK01158117,대전도시철도 2호선 연축차량기지 건설공사,46343461000,3,,,
R25BK01158206,여수 세포항 지방어항 건설공사,19887666000,3,,,
R25BK01158343,안산 선부동 대형(화물)자동차 공영차고지 조성사업 시설공사,7590253000,3,,,
R25BK01158521,"마이크로바이옴 공공임대형 지식산업센터 신축(건축,토목,흙막이,기계) 공사 요청",8791945000,3,,,
R25BK01158892,기양천 지방하천정비사업,70785265000,3,,,
R25BK01159090,새만금항 신항 방파제(연장) 축조공사,85984081000,2,,,
R25BK01159457,"IP융복합 콘텐츠 클러스터 건립공사(건축,토목,조경,기계)",10224307000,3,,,
R25BK01159517,전북과학고 기숙사 및 교사동 증축공사,15506368000,3,,,
R25BK01159766,키즈 아트랜드 조성사업 건축공사,7428912000,3,,,
R25BK01160604,사서연수관 천창교체공사,176959000,2,,,
R25BK01161003,[긴급] (가칭)월암초 신축공사,17495341000,3,,,
R25BK01161611,노원초 학교단위 공간혁신 개축 소방공사(장기계속),675914000,3,,,
R25BK01161740,노원초 학교단위 공간혁신 개축 전기공사(장기계속),1865486000,3,,,
R25BK01163814,중초지구 풍수해생활권 종합정비사업,22103337000,3,,,
R25BK01164145,강남구 수서동 구립 공공도서관 건립 공사(전기공사),1700686000,3,,,
R25BK01164288,익산 제3일반산업단지 확장 조성사업,11964021000,3,,,
R25BK01164393,강남구 수서동 구립 공공도서관 건립 공사(정보통신공사),730039000,3,,,
R25BK01164448,새만금 스마트그린 국가시범산단 전력시설 1단계 구축공사(토목분야),959312000,2,,,
R25BK01164531,아산시 모종 및 용화 도시침수 대응사업,15760476000,3,,,
R25BK01164564,구 화동초 북동분교장 외 1교(구 벽탄초 비룡분교장) 해체 및 철거공사 수의 견적(2인 이상) 제출 공고 ,192527000,3,,,
R25BK01164865,(가칭)보람유치원 신축 소방공사,697847000,3,,,
R25BK01164924,경남도립거창대학 생활관 신축공사(건축),7149180000,3,,,
R25BK01165072,[긴급] 세류초 공간재구조화 증개축 및 리모델링공사 시행[계속비],10804587000,3,,,
R25BK01165079,"완도, 노화 노후하수관로 정비사업",14549689000,3,,,
R25BK01165084,2025년 중리중학교 영역단위 공간혁신사업 시설 공사 소액수의 견적 제출 안내 공고 ,94005000,3,85459091,89.745,84089500
R25BK01165221,서이초 교실 증축공사(장기계속),5333145000,3,,,
R25BK01165231,내서도서관 건립공사,11481298000,3,,,
