bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK00553964,울릉소방서 신축 소방공사,801767000,3,746100000,87.745,714561690
R25BK00588411,경화여자고등학교 공간재구조화 리모델링 공사,11933773000,3,,,
R25BK00594759,L2 연구동 건설공사(건축),44305383000,2,,,
R25BK00600128,대구경북본부 이전 신사옥 건립 전기공사,566500000,2,515000000,87.745,500792032
R25BK00600346,제천차량사업소 EMU-150 경정비시설 개량공사,28446384000,2,,,
R25BK00600657,대구경북본부 이전 신사옥 건립 통신공사,331100000,2,301000000,87.745,293008150
R25BK00600720,대구경북본부 이전 신사옥 건립 소방공사,317900000,2,289000000,87.745,282315200
R25BK00602361,남양주왕숙2 공공주택지구 부지조성공사(3공구),26363491000,3,23966810000,79.995,21312491000
R25BK00605221,가평군 자원순환센터 재활용선별시설 증설사업 전기공사,649186000,3,,,
R25BK00609854,제천 의병창의마을 조성사업,9273361000,3,,,
R25BK00611342,반다비 국민체육센터 건립공사(건축),13969858000,3,13418594768,81.395,11552278600
R25BK00611443,김해동광초 그린스마트 미래학교 개축 기계설비공사,1078207000,3,1003390000,86.745,937055000
R25BK00611596,국도17호선 임실 관촌 덕천지구 위험도로 개선공사,5534225000,2,,,
R25BK00613963,"서울신암초 급식시설 및 체육관, 병설유치원 증축 소방공사",826819000,3,,,
R25BK00614044,금천세무서 청사 신축공사(전기),1415044000,2,,,
R25BK00615259,금천세무서 청사 신축공사(통신),1482138000,2,,,
R25BK00615831,금천세무서 청사 신축공사(소방),2033714000,2,,,
R25BK00616193,인천 119특수대응단 소방헬기 격납고 증축 전기공사 공고,47190000,3,42900000,87.745,41900744
R25BK00616350,(긴급)어린이창의교육관 옥내소화전 설치 및 기타 소방공사,509043000,3,,,
R25BK00617807,조만2지구 하천재해예방사업,18540728000,3,16670000000,79.995,15344233000
R25BK00618693,창동지구 도시개발사업,7386639000,3,,,
R25BK00620710,완도여중 그린스마트스쿨 개축공사,5232594000,3,,,
R25BK00621816,장현 다목적체육관 및 반다비 체육센터 건립공사(건축 등),21093308000,3,,,
R25BK00621984,(가칭)화곡중학교 신축공사,14745745000,3,,,
R25BK00623497,종묘 관람객화장실 전기설비 개선공사,26460000,2,24545455,87.745,23309290
R25BK00623888,"영주고등학교 고교학점제 교실 및 급식소, 특별교실 증축 전기공사",619420000,3,563109091,87.745,554312452
R25BK00623933,"영주고등학교 고교학점제 교실 및 급식소, 특별교실 증축  소방공사",209181000,3,190164545,87.745,185050900
R25BK00623956,"영주고등학교 고교학점제 교실 및 급식소, 특별교실 증축 통신공사",108461000,3,98600909,87.745,95665140
R25BK00624155,명선도 산책로 조성공사,154665000,3,,,
R25BK00624308,삼계~덕산정수장 권역간 비상공급망 구축사업,26164506000,3,,,
R25BK00625425,2025년 토지면 가로(보안)등 유지보수 공사,40000000,3,,,
R25BK00625488,"인조잔디 운동장, 주차장 조성 및 경비실동 증축 전기공사",199009000,2,,,
R25BK00625916,공사 수의계약 견적제출 안내 공고(실외 승마경기장 리모델링공사),179980000,3,,,
R25BK00626532,울진군 슬레이트 처리 지원사업 3권역,165600000,3,,,
R25BK00626729,"양구군 가뭄대비 용수개발사업(현리, 만대지구)",90662000,3,,,
R25BK00627322,2024년 은행굴소하천 재해복구사업,73301000,3,,,
R25BK00627454,민락1지구 자연재해위험개선지구 정비사업(장기계속),11568848000,3,,,
R25BK00627456,2025년 명품 가로숲길 조성사업,100465000,3,,,
R25BK00627578,2025년 등산로 유지보수 공사,95590000,3,,,
R25BK00627797,수도권서부환경본부 청사건립사업 시설공사,11588546000,2,,,
R25BK00627801,진도실고 그린스마트스쿨 증축공사,5788987000,3,,,
R25BK00627886,군산항 및 장항항 유지준설공사,26706188000,2,24255454546,,21787861481
R25BK00628342,한국교원대학교 부설체육중고등특수학교 신축공사(전기),3120792000,2,,,
R25BK00628374,천안오성고등학교 고교학점제 학교공간 조성공사,4427190000,3,,,
