bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
R25BK00857154,가현지구 농촌용수이용체계재편사업 토목·건축·기계공사,19189795000,2,,,
R25BK00882368,대전권 직원기숙사 신축공사_건축(총체 및 1차),24141134000,2,,,
R25BK00884095,용암천(월봉지구) 지방하천 정비사업,22710668000,3,,,
R25BK00891560,안흥외항 계류시설 등 확충공사,34897083000,2,,,
R25BK00892950,고창천 지방하천 정비사업,43225454000,3,,,
R25BK00893949,덕동 생활폐기물매립장 2단계 조성사업,5256388000,3,,,
R25BK00896357,2025년 오류지구 저수지준설 수리시설개보수사업,549953000,2,,,
R25BK00897360,2025년 장수지구 저수지준설 수리시설개보수사업,921165000,2,,,
R25BK00897599,(가칭)지금고 교사 신축공사,16753134000,3,,,
R25BK00897626,구암지구 풍수해생활권 종합정비사업,17629671000,3,,,
R25BK00899637,창덕궁 후원 및 인정전(1단계 보완) 권역 조경 정비 사업,277065000,2,,,
R25BK00901864,대전도시철도 2호선 11공구 건설공사,47097099000,3,,,
R25BK00903334,"호남부산2 농어촌마을 하수도 정비사업(토목,건축,기계)",18142673000,3,,,
R25BK00903563,두학지구 풍수해생활권 종합정비사업,17324809000,3,,,
R25BK00904181,노원구 중계구민체육센터 위탁개발 건축공사,26341286000,3,,,
R25BK00906518,합천지구 수리시설개보수사업 토목공사,4612636000,2,,,
R25BK00906921,문화창작 거점시설 건립공사(건축),5190159000,3,,,
R25BK00907140,대천1지구 국가관리방조제개보수사업 토목공사 ,3538022000,2,,,
R25BK00907319,2025년도 지진관측장비 설치환경 조성공사,1393290000,2,,,
R25BK00909005,평택·당진항 외곽시설 보강공사,35825129000,2,,,
R25BK00909101,이매초등학교 친환경운동장 조성 공사 입찰 공고,298588000,3,271443637,89.745,273154220
R25BK00909451,창원시 노후하수관로 정비공사(3단계),37321736000,3,,,
R25BK00909528,성남금토 공공주택지구 지구외 기반시설(방음벽 등) 설치공사,69950575000,3,,,
R25BK00910908,"이천양정여고 공간재구조화 개축 및 리모델링공사(건축,기계,토목,조경)",17940735000,3,,,
R25BK00911332,(청강입찰 2025-02호) 에듀플렉스 리모델링 공사(실내건축),2690000000,2,2445454545,86.745,2344359525
R25BK00912371,미래관 외 2개동 화장실 환경개선 설비공사,451341000,2,,,
R25BK00912844,24년∼25년 스마트팜 온실신축사업(강○표 농가) 온실공사,1826731000,2,,,
R25BK00913715,수소가스안전 허브센터 건립공사(건축),9219031000,2,,,
R25BK00915482,"삼성 소규모공공하수처리시설 증설공사(토목,건축,기계)",4982376000,3,,,
R25BK00915842,연세플라자 4층 강의실 냉·난방기(EHP) 설치공사,147821300,2,134383000,87.745,128928000
R25BK00915961,장평고등학교 교사 신축 소방공사,2323614000,3,,,
R25BK00916907,백문초 외벽방수공사 2인 이상 견적 제출 안내 공고,199510000,3,181372728,89.745,177880570
R25BK00916929,서울동부구치소 대체복무생활관 증축공사 건축공사,3392749000,2,,,
R25BK00918177,(가칭)일광고등학교 교사신축공사(계속비),23915888000,3,,,
R25BK00918257,화광중 본관동  장애인용 승강기 증축공사,189167000,3,,,
R25BK00919259,"고척1동 복합청사 건립 소방(전기, 기계) 공사",1747293000,3,1588448182,86.745,1525621765
R25BK00919970,2025년 오정구 도로시설물 유지관리공사(2차 단가),36247000,3,,,
R25BK00920423,국도43호선 신법2교 교량접속부 보강공사,1145800000,2,,,
R25BK00920532,서포지구 배수개선사업 토목기계공사,5433055000,2,,,
R25BK00920572,장고항 준설공사,4565789000,2,,,
R25BK00920704,동복 1호기(HJWT2000) 메인베어링 교체공사,135136000,3,,,
R25BK00920789,보물섬 인생학교 조성사업 상주희망센터 건립 및 주택부지 조성공사,3860364000,3,,,
R25BK00920873,흥덕저수지 수리시설개보수사업(저수지준설) 토목공사,599510000,2,,,
R25BK00920931,2024년 산란계 밀집단지 환적장 설치 지원사업-환적장 공사,700000000,3,,,
R25BK00920935,송산중학교 후관동 교실문 교체공사 ,65449000,2,,,
R25BK00921255,재정지구 수리시설개보수사업 토목공사 ,3324233000,2,,,
R25BK00921384,청주공항 주기장 확장 시설공사(토목),3650804000,2,,,
R25BK00922043,"정선군 행정지원센터 건립공사(건축,토목,조경)",9530274000,3,,,
R25BK00922265,옥포지구 수리시설개보수사업 토목공사,3628761000,2,,,
R25BK00923148,운수게이트볼장 신축공사,315760000,3,,,
R25BK00923246,제빙냉동 기계 및 배관 교체공사,815000000,3,,,
R25BK00923487,담양호지구 수원공 수리시설개보수사업 토목공사,4227834000,2,,,
R25BK00923655,당진축협 가축분뇨 공공처리시설(바이오가스화)설치사업 건설공사,18681135000,3,,,
R25BK00923865,(가칭)대전천동중학교 신축공사,17560491000,3,,,
R25BK00924077,"세명고등학교 외부 환경개선(진입로포장 및 담장개체, 막구조설치) 공사 수의 견적 제출 안내 공고",176220000,3,160200000,89.745,158690330
R25BK00924159,(가칭)대전용산2초등학교 신축공사,16120183000,3,15001860000,81.395,13439294000
R25BK00924269,25년 축산악취개선사업(목민축산),160000000,2,,,
R25BK00924447,신니 군도27호선(서충주IC교차로) 정비공사,31121000,3,,,
R25BK00924493,식량작물 디지털 육묘공정 시설공사(건축),880606000,2,,,
R25BK00924618,양청중 지붕보수 및 기타공사 입찰 공고,600094000,3,,,
R25BK00924646,세종특별자치시교육청평생교육원 기계설비공사 수의계약 안내공고,171955000,3,,,
R25BK00924770,현충문 지붕 기와 교체공사,383490000,2,,,
R25BK00924971,"서화지구 풍수해생활권종합정비사업(토목, 건축, 기계)",25029814000,3,,,
R25BK00924984,SK바이오사이언스 송도 R&PD center 직장어린이집 인테리어 공사,746900000,2,,,
R25BK00925051,전주상업정보고 화장실 수선 및 기타 기계설비공사,181198000,3,,,
R25BK00925119,2025년 전북혈액원 스프링클러 설치 소방 공사,326535000,2,296850000,87.745,288075849
R25BK00925414,"2025년 쌈지공원 조성공사(신곡동, 용현동)",72314000,3,,,
R25BK00925463,자월면 대이작도(부아산) 헬기장 건설공사,227946000,3,,,
R25BK00925694,오봉리(연평리1314~1272번지 일원) 농로정비공사,99627000,3,,,
R25BK00925730,예산공공하수처리시설 전기동 지붕설치공사,56226000,3,,,
R25BK00925924,노근 자연재해위험개선지구 정비사업,1615894000,3,,,
R25BK00925978,산촌청년공동체활성화센터조성사업통신공사,50644000,3,,,
R25BK00926063,수소가스안전 허브센터 건립공사(소방),875812000,2,,,
R25BK00926101,IBS GIST 캠퍼스 양자변환연구단 실험실 인프라 구축 기계공사,57225000,2,,,
R25BK00926285,초강천 빙벽장 관광명소화사업 보행교 설치공사,1787105000,3,,,
R25BK00926302,도산초등학교 야외 야구훈련장 조성 전기공사,125664000,3,114240000,89.745,113063101
R25BK00926373,사근용답간 인도교 보수공사,894960000,3,813600000,89.745,814989800
R25BK00926390,(긴급)2025년도 교육환경개선사업 경기경영고 통학로 개선 열선 포설 공사(토목),33131000,3,,,
R25BK00926552,불티교 보수보강공사,226659000,3,,,
R25BK00926555,진주 그린바이오 벤처캠퍼스 조성사업(통신),967879000,3,,,
R25BK00926586,한국공학대학교 TU 리서치파크 진입로 환경개선 공사,171500000,2,,,
R25BK00926615,2025년 종묘 동측 외곽 담장 보수공사,418114000,2,,,
R25BK00926644,흥천중 공간드림공사,153803000,3,,,
R25BK00926664,진주 그린바이오 벤처캠퍼스 조성사업(전기),3083621000,3,,,
R25BK00926730,웅상중 교사동 건물 외벽 도색 공사 수의계약 안내 공고,83090000,3,,,
R25BK00926797,C&V센터 기업연구관 1관 1층(103호) 개보수(리모델링)공사(전기),35277000,3,32070000,89.745,31836405
R25BK00926948,김해서부경찰서 전기차 충전시설 전기 공사(긴급),88550000,2,,,
R25BK00926995,상주 문화예술회관 건립사업 건축공사,21983306000,3,,,
