bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20231104357,충청내륙고속화도로~충주역(검단대교) 도로연결사업,85513036000,3,,,
20231141084,장애인교육개발원 유니버설 디자인 체험홀 인테리어 공사,79891000,2,72628182,87.745,70106710
20231215308,진접선(4호선연장) 차량기지 건설 2공구 송변전공사,5456853000,3,,,
20231225582,군자중 교사동 및 체육관 환경개선공사 제한경쟁 입찰공고(긴급공고),1187034000,3,1079121819,86.745,1025147845
20240100388,동연지구 배수개선사업 토목건축공사,8984685000,2,,,
20240100722,국도42호선 정선 임계-동해 신흥 도로건설공사,160409682000,2,,,
20240103155,진접선(4호선연장) 차량기지 건설 1공구 송변전공사,8817911000,3,,,
20240105781,진접선(4호선연장) 차량기지 건설 3공구 송변전공사,6854660000,3,,,
20240107429,경상국립대학교 경영인문사회 복합강의동 신축공사,8833628000,2,,,
20240109794,"일산수질복원센터 시설개량사업 [1단계](토목, 건축, 기계분야)",17701945000,3,,,
20240109813,동명초등학교 교사개축공사,21370337000,3,,,
20240115106,진영 우동마을 외 5개소 오수관로 정비공사,13344311000,3,,,
20240115259,국가하천 배수영향구간(진위2지구) 하천환경정비사업,23474606000,2,,,
20240117283,인천남항 예부선 계류지 정비공사,25569434000,2,,,
20240118200,섬진강 임실2지구 하천정비사업,14044725000,2,,,
20240119751,초전초등학교 공간혁신 개축 공사,6270493000,3,,,
20240120035,낙동강 대구·경북권 하천시설 정비공사(달성-구미),1684594000,2,,,
20240120121,강서구 통합신청사 건립공사(통신공사),9348954000,3,,,
20240120663,도서관 및 학생회관 개축 전기공사,2664831000,2,2461382728,0,2325290510
20240120690,도서관 및 학생회관 개축 통신공사,787674000,2,717304546,0,696145980
20240121315,사직초등학교 그린스마트스쿨 리모델링 및 교사증축공사 긴급(계속비),13939756000,3,,,
20240121614,섬진강 임실1지구 하천정비사업,19118539000,2,,,
20240121753,세포배양산업지원센터 GMP 구축공사,6011999000,3,,,
20240122042,섬진강 남원2지구 하천정비사업,21339473000,2,,,
20240122319,실증분석동(콘크리트 핫셀 포함) 신축사업 건축공사,52091381000,2,,,
20240122892,평택 항만 배수로정비공사(연안정비사업),7892334000,3,,,
20240123765,"괴산아트센터건립(건축,토목,기계,조경)공사",6611084000,3,,,
20240123882,낙동강 대구·경북권 하천시설 정비공사(구미-안동),1318870000,2,,,
20240124915,토지지구 용배수로 수리시설개보수사업 토목공사,3177240000,2,,,
20240125588,해경청 동해서 울릉 사동항 함정승조원 지원시설 신축사업 소방공사,304068000,2,,,
20240125684,(가칭)완주운곡유치원 신축 기계설비공사,1273640000,3,,,
20240125753,제주여자상업고등학교 그린스마트스쿨 조성공사,4894517000,3,,,
20240125867,혁신지원사업 현장미러형 실습환경(다윗관) 구축 공사,86341000,2,,,
20240126074,진천고 그린스마트스쿨 조성공사,7235360000,3,,,
20240126227,강서구 통합신청사 건립 소방공사,10407770000,3,,,
20240126236,거열산성 진입도로 개설공사(2공구),9967376000,3,,,
20240126294,천안천 풍수해생활권 종합정비사업,12758220000,3,,,
20240126447,해양경찰청 특수기록관 신축 건립 공사(건축) 계약,11458062000,2,,,
20240126639,한빛권 방사능방재지휘센터 신축 건설공사,6414606000,2,,,
