bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20220331045,고려대학교 체육위원회 연수관 화재복구 통신공사,200000000,3,,,
20220407174,"서울복합화력발전소 내 주민편익시설 건립 공사(건축,기계,토목,조경)",16585140000,3,,,
20220408663,영남119특수구조대 도시탐색훈련장 신축사업 건축공사,3323565000,2,,,
20220409814,병천처리구역(북면) 하수관로 정비공사,18396714000,3,,,
20220414858,(가칭)지식2초중 신축공사,20525498000,3,,,
20220416430,"용산정수장 현대화 및 고도정수처리시설 설치사업(토목, 건축, 기계, 조경분야)",40032393000,3,,,
20220416650,감포교 자연재해위험개선지구 정비사업,15698627000,3,,,
20220416894,영천하이테크파크지구 오폐수처리시설 건설공사,5438354000,3,,,
20220417371,"동부소방서 이전 신축 및 대구소방학교 건립 공사(건축, 토목, 조경)-(장기계속계약)",17723468000,3,16383373637,0,14533496000
20220417654,온양·송악·관대 등 하수관로 개량사업,32907542000,3,,,
20220419334,스크루 컨베이어 교체 공사,33420000,3,30381818,87.745,29018760
20220419479,영릉 시설관리동 정비공사(전기),206412000,2,,,
20220420532,평택-주차장 확장 공사,139537801,2,126852547,0,121333060
20220421066,수산광령지구 수리시설개보수사업 토목공사,4477760000,2,,,
20220421822,대치2 자연재해위험개선지구 정비사업,14497827000,3,,,
20220422424,화성시 향남문화복합센터 건립공사(건축),15074561000,3,,,
20220423003,상주 제2국민체육센터(건강생활지원센터) 건립사업 건축공사,11120727000,3,,,
20220423089,산포처리구역 하수관로 정비사업,11839094000,3,,,
20220423170,테크비즈프라자 및 Co-LAB센터 건립_건축공사,13238521000,3,,,
20220424830,국립김해숲체원 조성 공사(건설),11777078000,2,10929930000,0,9512054000
20220425380,산마을고 노후지붕(징크) 개선공사,185592000,3,168720000,87.745,164592288
20220425426,테크비즈프라자 및 Co-LAB센터 건립_전기공사,2534485000,3,,,
20220425705,테크비즈프라자 및 Co-LAB센터 건립_통신공사,718499000,3,,,
20220425890,장항지구 배수개선사업 토목기계공사,9995784000,2,,,
20220425956,고창읍 가족행복지원센터 청사 신축,7657103000,3,,,
20220425999,군산항 국제여객터미널 증축공사,5677947000,2,,,
20220426038,2022년 내장산 내장야영장 체류인프라 조성공사(건축),259300000,2,,,
20220426181,2022년 자연환경보전이용시설 조성사업(행정호),199526300,3,181387546,87.745,173379000
20220427167,여름딸기 재배하우스 부속 창고동 신축공사 조달계약 요청,453595000,2,,,
20220427464,남포3지구 국가관리방조제개보수사업 토목공사,6076308000,2,,,
20220427912,"서산처리구역(모월,풍전) 하수관로 정비사업(토목,기계)",22871568000,3,,,
20220428281,서신공공하수처리시설 증설사업,5090509000,3,,,
20220428609,진리관 2F AI Hub Center 구축공사 (전기),670000000,3,,,
20220429090,면목7동 복합청사 신축공사(전기),702709000,3,633333000,0,625445900
20220429147,부항 월곡~봄내간 도로확장공사,2702600000,3,2456909091,86.745,2358998300
20220429207,2022년 제주바다숲 신흥리2 사단경사형인공어초 제작 및 설치,469364000,2,,,
20220429333,군산항 국제여객터미널 증축공사(전기),1518846000,2,,,
20220429455,"달성 화석박물관 건립공사(건축,토목,조경,기계)",10979733000,3,,,
20220429906,안내실 신축 공사,337951000,2,,,
20220430016,서울교대 학생회관 환경개선 전기공사,518070000,2,,,
20220430192,동부소방서 이전 신축 및 대구소방학교 건립 공사(기계설비)-(장기계속계약),5015562000,3,,,
20220430437,전라남도 순천의료원 크린룸 설치공사,1532495000,3,,,
20220430510,풋살장 조성 및 테니스장 환경개선 공사,232359000,2,,,
20220430841,안동대학교 박물관 등 3개동 냉·난방기 교체 및 기타공사,103633000,2,,,
20220431815,양성재(S17) 드라이비트 해소 건축공사,1948852000,2,,,
20220431854,송도 11-1공구 기반시설 건설공사(3구역),121657690000,3,,,
20220431994,인천조동초 다목적강당 및 급식소 증축 공사,3986935000,3,,,
20220432102,(가칭)전주여의유치원 신축공사,6626045000,3,,,
20220432896,서울중앙지방검찰청 상황실 리모델링공사,239237000,2,,,
20220433008,진리관 2F AI Hub Center 구축공사(설비),293000000,3,,,
20220433115,가조중학교 운동장 우레탄(트랙 및 구장) 개보수공사,144111000,3,131010000,87.745,125987600
20220433523,2022년 군산자유무역지역 화장실 보수공사,799244000,2,,,
20220433902,체육위원회·연수관 화재복구공사,836000000,3,,,
20220434214,(가칭)쌍동초등학교 신축공사,15627164000,3,,,
20220434900,소양강처리분구 하수관로 정비사업 전기공사,149050000,3,135500000,87.745,130093200
20220434912,곡성 운곡특화농공단지 조성사업,12550174000,3,,,
20220434922,청안복지재단 일시보호시설 리모델링 소방공사(청계어린이집),122135000,3,,,
20220435179,서울문교초등학교 야외 놀이터 조성 업체 선정 2단계 (규격 가격 동시) 입찰 공고,230000000,3,,,
20220435413,[긴급]인천뷰티예술고 다목적 강당 및 급식소 증축 공사,4020498000,3,,,
20220435904,소규모 농산물 유통시설 설치사업 비가림시설 설치공사,110000000,3,,,
20220436140,소여천 소여지구 지방하천정비사업,2643300000,3,2403000000,86.745,2298983000
20220436517,화성시북부노인복지관 건립공사(건축),10333600000,3,,,
20220436600,송도11-1공구 기반시설 건설공사(4구역),101326301000,3,,,
20220436607,약품 저장탱크 투입시설 설치공사,30000000,3,27272727,87.745,26320630
20220436659,"2022년 공원 내 초화류 보식공사(선납숲공원, 치동천공원)",40000000,3,,,
20220436816,경영대학 경영학관(N13동) 환경개선공사,380556000,2,,,
20220436961,신북처리분구 하수관로 정비사업 전기공사,135900000,3,123545454,87.745,120153030
20220437308,인삼약초연구소 노후자동화 유리온실 개보수 공사,143205000,3,,,
20220437346,그린리모델링 창호 공사,170000000,2,153000000,87.745,151508280
