bidNtceNo,bidNtceNm,기초금액,예가범위,추정가격,낙찰하한율,낙찰가
20210822186,"서대문 공공산후조리원 신축공사(건축, 기계)(긴급)",3187162000,3.0,2897420000,86.745,3187162000
20210928172,소야산지구 배수개선사업 토목공사,9684429000,2.0,,,
20211000276,"지질자원 연구데이터센터 건설사업(건축, 기계)",9141276000,2.0,,,
20211000283,한국지능정보사회진흥원 대구본원 증축 건축공사,3823781000,2.0,,,
20211001620,금산초등학교 다목적강당 수선공사,210296000,3.0,,,
20211001788,임실-장수(1공구) 도로시설개량공사,69434011000,2.0,,,
20211005112,임실-장수(2공구) 도로시설개량공사,57155673000,2.0,,,
20211005791,[긴급]가양초 교사증축공사,1629152000,3.0,,,
20211005817,인천보림지구 대구획경지정리사업 토목공사,4904398000,2.0,,,
20211005864,안심뉴타운 행복주택 건립공사,47064090000,3.0,43973866913,0,38157763471
20211006631,도시철도1호선 서부정류장역 출입구 개선공사,19324153000,3.0,,,
20211009593,"양평 노인복지관 건립사업(건축,기계,토목,조경)",9547925000,3.0,,,
20211010701,자굴산~한우산 관광벨트 연계시설 조성사업,16485369000,3.0,,,
20211011170,"전주푸른샘유치원 실내·외 놀이 공간(감성화공간, 모래놀이터) 조성 인테리어 공사",90874000,3.0,82612727,87.745,79764500
20211011776,제주국제공항 관제동 신축공사(건축공사),12043628000,2.0,,,
20211012080,대전보훈병원 본관동 리모델링 및 재활센터(국가지정 입원치료병상) 건립공사,20001976000,2.0,,,
20211012621,오비초 별관동 교사 증축공사,1252763000,3.0,,,
20211012640,세계성모순례성지및 평화문화나눔센터 건립(전기),1151214000,3.0,,,
20211012650,세계성모순례성지및 평화문화나눔센터건립(통신),392153000,3.0,,,
20211012850,(가칭)명지5초등학교 교사신축공사(계속비공사),15280389000,3.0,,,
20211013430,가능초 본관동 교실 바닥교체 공사 소액수의 공고,205846000,3.0,187132727,87.745,180966000
20211013905,"경산시 국도대체우회도로 남산-하양 건설공사, 1차",100278295000,2.0,89752100000,0,78680616949
20211014084,서울 지하철 통합관제센터 신축공사,41966141000,3.0,,,
20211014232,고당지구 수리시설개보수사업 토목공사,3486733000,2.0,,,
20211014557,충북대 의과대학 3호관 신축 소방공사,913323000,2.0,,,
20211015430,2021년 대전전자디자인고등학교 스마트교실 리모델링 공사,23496000,3.0,21360000,87.745,20439778
20211015455,고양일산 테크노밸리 조성사업 지장물철거공사,3922263000,3.0,,,
20211015630,다목적 원예실습교육장(유리온실) 시설 신축 공사(건축(기계)),550433000,2.0,,,
20211016349,해양경찰교육원 수상레저실습장 제방 안전 보강공사,563664000,2.0,,,
20211016818,봉양탄광 폐시설물 철거공사,221704420,2.0,,,
20211016976,천사대교 관리사무소 신축공사,5699124000,2.0,,,
20211016984,한국폴리텍대학 광주캠퍼스 스마트공장 구축 학과개편 공사,289978000,2.0,,,
20211017394,고산지구 주6 주차타워 건립사업,3400912000,3.0,,,
20211017721,"안락공원 현대화사업 통신공사(총괄,1차분)",492131000,3.0,,,
